SoilRegionKey,areasymbol,lkey,areaname,mlraoffice,longitude,latitude,mbrminx,mbrminy,mbrmaxx,mbrmaxy,SoilLat,SoilLon,SolarLat,SolarLon,Year,solarKey
34.059:-117.358,CA677,14135,"San Bernardino County Southwestern Part, California","Davis, CA",-117.3576054,34.05916917,-117.8028606,33.87105382,-116.9123503,34.24728453,34.059,-117.358,34.05,-117.34,2017,34.050:-117.340
33.667:-117.706,CA678,14136,"Orange County and Part of Riverside County, California","Davis, CA",-117.7061499,33.66693153,-118.1165239,33.38701486,-117.295776,33.94684821,33.667,-117.706,33.65,-117.7,2017,33.650:-117.700
33.730:-117.046,CA679,14137,"Western Riverside Area, California","Davis, CA",-117.0456745,33.73048404,-117.6763384,33.42675259,-116.4150106,34.0342155,33.73,-117.046,33.73,-117.06,2017,33.730:-117.060
33.729:-116.198,CA680,14138,"Riverside County, Coachella Valley Area, California","Phoenix, AZ",-116.1980532,33.72943057,-116.7198036,33.42592081,-115.6763028,34.03294034,33.729,-116.198,33.73,-116.18,2017,33.730:-116.180
33.562:-114.637,CA681,14139,"Palo Verde Area, California","Phoenix, AZ",-114.6368558,33.56170991,-114.7794442,33.34488109,-114.4942673,33.77853874,33.562,-114.637,33.57,-114.62,2017,33.570:-114.620
35.506:-117.695,CA682,18378,"Mojave Desert Area, Northwest Part, California","Phoenix, AZ",-117.6949452,35.50599454,-118.2363209,35.2135448,-117.1535695,35.79844429,35.506,-117.695,35.49,-117.7,2017,35.490:-117.700
33.003:-115.512,CA683,14140,"Imperial County, California, Imperial Valley Area","Phoenix, AZ",-115.5118831,33.00267144,-116.1033115,32.65111549,-114.9204548,33.35422738,33.003,-115.512,33.01,-115.5,2017,33.010:-115.500
41.851:-121.686,CA684,14241,"Butte Valley-Tule Lake Area, California, Parts of Siskiyou and Modoc Counties","Davis, CA",-121.6861608,41.85103742,-122.131428,41.69551323,-121.2408935,42.0065616,41.851,-121.686,41.85,-121.7,2017,41.850:-121.700
41.388:-119.816,CA685,14243,"Surprise Valley-Home Camp Area, California and Nevada","Davis, CA",-119.8159373,41.38816113,-120.3010828,40.78117121,-119.3307919,41.99515106,41.388,-119.816,41.37,-119.82,2017,41.370:-119.820
38.449:-119.349,CA686,14141,"Coleville-Bridgeport Area, Parts of Alpine and Mono Counties, California","Davis, CA",-119.3493732,38.44902007,-119.8322947,38.03799455,-118.8664517,38.86004559,38.449,-119.349,38.45,-119.34,2017,38.450:-119.340
39.524:-123.223,CA687,14142,"Mendocino County, Eastern Part and Southwestern Part of Trinity County, California","Davis, CA",-123.2225873,39.52397922,-123.6261485,38.80890129,-122.8190261,40.23905715,39.524,-123.223,39.53,-123.22,2017,39.530:-123.220
33.439:-119.378,CA688,14143,"Channel Islands Area, California, Parts of Santa Barbara and Los Angeles Counties","Davis, CA",-119.378046,33.43867519,-120.4526935,32.79956638,-118.3033986,34.077784,33.439,-119.378,33.45,-119.38,2017,33.450:-119.380
37.634:-122.306,CA689,14144,"San Mateo County, Eastern Part, and San Francisco County, California","Davis, CA",-122.3055761,37.63439271,-122.5294752,37.34015066,-122.081677,37.92863477,37.634,-122.306,37.65,-122.3,2017,37.650:-122.300
35.043:-119.254,CA691,14146,"Kern County, California, Southwest Part","Davis, CA",-119.2542373,35.04302519,-119.6671758,34.81789207,-118.8412988,35.26815831,35.043,-119.254,35.05,-119.26,2017,35.050:-119.260
34.109:-118.711,CA692,14201,Santa Monica Mountains National Recreation Area,"Davis, CA",-118.711354,34.10882863,-119.1040238,34.00018791,-118.3186843,34.21746935,34.109,-118.711,34.09,-118.7,2017,34.090:-118.700
39.014:-120.064,CA693,14148,"Tahoe Basin Area, California and Nevada","Davis, CA",-120.0636866,39.01404505,-120.2498779,38.70408331,-119.8774953,39.32400679,39.014,-120.064,39.01,-120.06,2017,39.010:-120.060
39.380:-123.637,CA694,14149,"Mendocino County, Western Part, California","Davis, CA",-123.6370926,39.37998698,-124.0230544,38.75797819,-123.2511307,40.00199577,39.38,-123.637,39.37,-123.62,2017,39.370:-123.620
34.912:-116.098,CA695,14178,"Mojave Desert Area, California","Phoenix, AZ",-116.0976625,34.91215152,-117.667541,34.02862657,-114.527784,35.79567647,34.912,-116.098,34.93,-116.1,2017,34.930:-116.100
34.004:-118.105,CA696,14150,"Los Angeles County, California, Southeastern Part","Davis, CA",-118.105434,34.00401118,-118.533284,33.70348288,-117.6775839,34.30453949,34.004,-118.105,34.01,-118.1,2017,34.010:-118.100
35.355:-116.622,CA697,14151,"National Training Center, Fort Irwin, California","Phoenix, AZ",-116.6224611,35.35495494,-116.927244,35.08205973,-116.3176782,35.62785016,35.355,-116.622,35.37,-116.62,2017,35.370:-116.620
34.385:-116.263,CA698,17970,"Mojave Desert Area, West Central Part, California","Phoenix, AZ",-116.2628666,34.38473749,-116.9277135,33.94704424,-115.5980198,34.82243074,34.385,-116.263,34.37,-116.26,2017,34.370:-116.260
34.468:-116.113,CA699,14152,"Marine Corps Air Ground Combat Center at Twentynine Palms, California","Phoenix, AZ",-116.1127548,34.46760019,-116.5048424,34.20121698,-115.7206672,34.7339834,34.468,-116.113,34.45,-116.1,2017,34.450:-116.100
41.007:-123.606,CA701,14153,"Six Rivers National Forest Area, California","Davis, CA",-123.605689,41.00693043,-124.084809,40.01687954,-123.1265689,41.99698131,41.007,-123.606,41.01,-123.62,2017,41.010:-123.620
41.539:-122.662,CA702,14154,"Klamath National Forest Area, Parts of Siskiyou County, California, and Jackson County, Oregon","Davis, CA",-122.6621142,41.53928578,-123.719262,40.99220299,-121.6049663,42.08636857,41.539,-122.662,41.53,-122.66,2017,41.530:-122.660
41.451:-120.905,CA703,14155,"Modoc National Forest Area, California","Davis, CA",-120.9052375,41.45130689,-121.6854614,40.9052111,-120.1250136,41.99740267,41.451,-120.905,41.45,-120.9,2017,41.450:-120.900
41.945:-123.344,CA704,14156,"Rogue River National Forest Area, California","Davis, CA",-123.3439928,41.94501179,-123.7910962,41.88061923,-122.8968894,42.00940435,41.945,-123.344,41.93,-123.34,2017,41.930:-123.340
40.829:-122.535,CA707,14157,"Shasta-Trinity National Forest Area, Parts of Humboldt, Siskiyou, Shasta, Tehama, and Trinity Counties, California","Davis, CA",-122.5352264,40.82927634,-123.5857608,40.07534202,-121.484692,41.58321067,40.829,-122.535,40.81,-122.54,2017,40.810:-122.540
40.416:-121.129,CA708,14158,"Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties","Davis, CA",-121.1291378,40.41591811,-121.6899056,39.9257736,-120.5683701,40.90606262,40.416,-121.129,40.41,-121.14,2017,40.410:-121.140
39.785:-123.004,CA709,20767,"Mendocino National Forest Area, California","Davis, CA",-123.0036268,39.78540104,-123.1882009,39.42175748,-122.8190527,40.14904459,39.785,-123.004,39.77,-123.02,2017,39.770:-123.020
39.916:-120.765,CA713,14160,"Plumas National Forest Area, California","Davis, CA",-120.7648619,39.91570562,-121.487082,39.51167752,-120.0426417,40.31973371,39.916,-120.765,39.93,-120.78,2017,39.930:-120.780
39.386:-120.530,CA719,14161,"Tahoe National Forest Area, California","Davis, CA",-120.5297006,39.38584519,-121.0583552,38.99601258,-120.001046,39.77567781,39.386,-120.53,39.37,-120.54,2017,39.370:-120.540
38.782:-120.287,CA724,14162,"Eldorado National Forest Area, California, Parts of Alpine, Amador, El Dorado, and Placer Counties","Davis, CA",-120.2866691,38.78181175,-120.7330352,38.46373999,-119.8403031,39.09988351,38.782,-120.287,38.77,-120.3,2017,38.770:-120.300
38.482:-119.507,CA729,14327,"Toiyabe National Forest Area, California","Davis, CA",-119.5072237,38.48177485,-119.9937908,38.03017875,-119.0206565,38.93337095,38.482,-119.507,38.49,-119.5,2017,38.490:-119.500
38.112:-120.014,CA731,14163,"Stanislaus National Forest, California, Parts","Davis, CA",-120.0141427,38.1122514,-120.4318429,37.64246754,-119.5964425,38.58203525,38.112,-120.014,38.13,-120.02,2017,38.130:-120.020
37.073:-118.660,CA732,14164,"Inyo National Forest, Western Part, California","Davis, CA",-118.6602704,37.07292363,-119.3236395,36.03900741,-117.9969013,38.10683984,37.073,-118.66,37.09,-118.66,2017,37.090:-118.660
37.147:-118.713,CA740,14165,"High Sierra Area, California","Davis, CA",-118.7134864,37.14687167,-119.3902592,36.25461723,-118.0367136,38.03912611,37.147,-118.713,37.13,-118.7,2017,37.130:-118.700
37.261:-119.393,CA750,14166,"Sierra National Forest Area Parts of Fresno, California","Davis, CA",-119.3931142,37.26146136,-119.9260851,36.8485059,-118.8601434,37.67441682,37.261,-119.393,37.25,-119.38,2017,37.250:-119.380
36.139:-118.671,CA760,14167,"Sequoia National Forest Parts of Fresno, Kern and Tulare Counties, California","Davis, CA",-118.6712332,36.13861235,-119.320145,35.3769193,-118.0223215,36.90030541,36.139,-118.671,36.13,-118.66,2017,36.130:-118.660
37.453:-118.384,CA763,14168,"Inyo National Forest, Eastern Part, California and Nevada","Davis, CA",-118.3836971,37.45254816,-118.8027095,36.76107937,-117.9646846,38.14401695,37.453,-118.384,37.45,-118.38,2017,37.450:-118.380
34.938:-119.757,CA772,14169,"Los Padres National Forest Area, California","Davis, CA",-119.7565818,34.93831424,-120.8025057,34.39168217,-118.7106579,35.48494631,34.938,-119.757,34.93,-119.74,2017,34.930:-119.740
34.448:-118.214,CA776,14170,"Angeles National Forest Area, California","Davis, CA",-118.2144658,34.44795239,-118.8354046,34.14313163,-117.5935271,34.75277314,34.448,-118.214,34.45,-118.22,2017,34.450:-118.220
33.948:-116.997,CA777,14171,"San Bernardino National Forest Area, California","Davis, CA",-116.9965106,33.94833105,-117.6740787,33.49940931,-116.3189425,34.3972528,33.948,-116.997,33.93,-116.98,2017,33.930:-116.980
36.486:-121.173,CA788,20685,"Pinnacles National Monument, California","Davis, CA",-121.1725974,36.48622695,-121.2443735,36.4084055,-121.1008213,36.56404841,36.486,-121.173,36.49,-121.18,2017,36.490:-121.180
40.497:-121.412,CA789,14172,"Lassen Volcanic National Park, California","Davis, CA",-121.412159,40.49707406,-121.5775988,40.4090965,-121.2467192,40.58505161,40.497,-121.412,40.49,-121.42,2017,40.490:-121.420
37.839:-119.543,CA790,14173,"Yosemite National Park, California","Davis, CA",-119.542912,37.83933659,-119.8863195,37.49221368,-119.1995045,38.1864595,37.839,-119.543,37.85,-119.54,2017,37.850:-119.540
36.764:-118.609,CA792,14174,"Sequoia and Kings Canyon National Parks, California","Davis, CA",-118.6089999,36.76449935,-118.9832207,36.2913806,-118.2347792,37.2376181,36.764,-118.609,36.77,-118.62,2017,36.770:-118.620
36.488:-117.138,CA793,14175,"Death Valley National Park Area, California and Nevada","Davis, CA",-117.1382156,36.48765773,-118.0010667,35.6258653,-116.2753645,37.34945017,36.488,-117.138,36.49,-117.14,2017,36.490:-117.140
33.900:-115.861,CA794,14176,"Joshua Tree National Park, California","Phoenix, AZ",-115.8606421,33.89987512,-116.4583477,33.67018227,-115.2629365,34.12956796,33.9,-115.861,33.89,-115.86,2017,33.890:-115.860
35.154:-115.556,CA795,19625,"Mojave National Preserve Area, California","Phoenix, AZ",-115.55631,35.15408936,-116.1643384,34.71694017,-114.9482816,35.59123856,35.154,-115.556,35.17,-115.54,2017,35.170:-115.540
41.413:-123.969,CA796,20559,"Redwood National and State Parks, California","Davis, CA",-123.9692816,41.41305485,-124.156462,40.98609266,-123.7821011,41.84001705,41.413,-123.969,41.41,-123.98,2017,41.410:-123.980
37.169:-118.486,CA802,14244,"Benton-Owens Valley Area Parts of Inyo and Mono Counties, California","Davis, CA",-118.4862717,37.16949342,-119.1780812,36.12958249,-117.7944622,38.20940435,37.169,-118.486,37.17,-118.5,2017,37.170:-118.500
33.727:-115.164,CA803,19626,"Colorado Desert Area, California","Phoenix, AZ",-115.1635299,33.72718338,-116.1962972,32.70530186,-114.1307626,34.7490649,33.727,-115.164,33.73,-115.18,2017,33.730:-115.180
33.123:-116.076,CA804,19627,"Anza-Borrego Area, California","Davis, CA",-116.0757681,33.12331233,-116.567894,32.61896332,-115.5836422,33.62766134,33.123,-116.076,33.13,-116.06,2017,33.130:-116.060
35.819:-115.955,CA805,19628,"Mojave Desert Area, Northeast Part, California","Phoenix, AZ",-115.9552771,35.81918624,-116.6853183,35.1368548,-115.2252358,36.50151768,35.819,-115.955,35.81,-115.94,2017,35.810:-115.940
37.412:-117.892,CA806,19629,"Fish Lake and Deep Springs Valleys Area, California","Davis, CA",-117.8919794,37.41246177,-118.1140499,37.17183611,-117.6699089,37.65308742,37.412,-117.892,37.41,-117.9,2017,37.410:-117.900
39.870:-104.380,CO001,10641,"Adams County Area, Parts of Adams and Denver Counties, Colorado","Denver, CO",-104.379549,39.86965292,-105.0534814,39.73798667,-103.7056167,40.00131918,39.87,-104.38,39.85,-104.38,2017,39.850:-104.380
39.652:-104.380,CO005,10642,"Arapahoe County, Colorado","Denver, CO",-104.3798362,39.65202958,-105.0541467,39.56351078,-103.7055258,39.74054838,39.652,-104.38,39.65,-104.38,2017,39.650:-104.380
37.319:-102.564,CO009,10643,"Baca County, Colorado","Denver, CO",-102.5644669,37.31870176,-103.087401,36.99309417,-102.0415328,37.64430934,37.319,-102.564,37.33,-102.58,2017,37.330:-102.580
37.955:-103.073,CO011,10644,"Bent County, Colorado","Denver, CO",-103.0726009,37.95549648,-103.4048197,37.64346942,-102.7403822,38.26752355,37.955,-103.073,37.97,-103.06,2017,37.970:-103.060
38.830:-102.609,CO017,10645,"Cheyenne County, Colorado","Denver, CO",-102.6088555,38.82971737,-103.1727017,38.61246892,-102.0450093,39.04696582,38.83,-102.609,38.81,-102.62,2017,38.810:-102.620
37.327:-105.450,CO023,14360,"Costilla County Area, Colorado","Bozeman, MT",-105.450494,37.32661586,-105.7713637,36.99503827,-105.1296244,37.65819344,37.327,-105.45,37.33,-105.46,2017,37.330:-105.460
38.318:-103.780,CO025,10646,"Crowley County, Colorado","Denver, CO",-103.7800396,38.31787602,-104.0584996,38.11252765,-103.5015796,38.52322438,38.318,-103.78,38.33,-103.78,2017,38.330:-103.780
39.711:-104.932,CO031,14361,"Denver County Area, Colorado","Bozeman, MT",-104.9315303,39.71128223,-105.053436,39.62412131,-104.8096246,39.79844314,39.711,-104.932,39.73,-104.94,2017,39.730:-104.940
38.440:-102.776,CO061,10647,"Kiowa County, Colorado","Denver, CO",-102.7756917,38.4401265,-103.5069078,38.26496803,-102.0444757,38.61528496,38.44,-102.776,38.45,-102.78,2017,38.450:-102.780
39.306:-102.605,CO063,10648,"Kit Carson County, Colorado","Denver, CO",-102.6048596,39.30603821,-103.1630535,39.03812938,-102.0466658,39.57394704,39.306,-102.605,39.29,-102.62,2017,39.290:-102.620
39.042:-103.605,CO073,10649,"Lincoln County, Colorado","Denver, CO",-103.6049493,39.04154817,-104.0554952,38.51658091,-103.1544034,39.56651543,39.042,-103.605,39.05,-103.62,2017,39.050:-103.620
40.719:-103.116,CO075,10650,"Logan County, Colorado","Denver, CO",-103.1162753,40.71890341,-103.5817268,40.43537983,-102.6508238,41.00242698,40.719,-103.116,40.73,-103.1,2017,40.730:-103.100
40.263:-103.808,CO087,10651,"Morgan County, Colorado","Denver, CO",-103.8076534,40.26267346,-104.1508183,40.00093572,-103.4644886,40.5244112,40.263,-103.808,40.25,-103.82,2017,40.250:-103.820
37.954:-103.729,CO089,10653,"Otero County, Colorado","Denver, CO",-103.7292449,37.95448702,-104.0599186,37.64374885,-103.3985712,38.26522519,37.954,-103.729,37.97,-103.74,2017,37.970:-103.740
40.594:-102.358,CO095,10654,"Phillips County, Colorado","Denver, CO",-102.3583783,40.59426235,-102.6654494,40.43854254,-102.0513072,40.74998215,40.594,-102.358,40.61,-102.34,2017,40.610:-102.340
37.956:-102.395,CO099,10655,"Prowers County, Colorado","Denver, CO",-102.3947887,37.95617327,-102.7479773,37.64355544,-102.0416001,38.26879111,37.956,-102.395,37.97,-102.38,2017,37.970:-102.380
40.876:-102.352,CO115,10656,"Sedgwick County, Colorado","Denver, CO",-102.3522324,40.87563861,-102.6530895,40.7488204,-102.0513752,41.00245682,40.876,-102.352,40.89,-102.34,2017,40.890:-102.340
40.002:-103.243,CO121,10657,"Washington County, Colorado","Denver, CO",-103.2432769,40.00216713,-103.706579,39.56581101,-102.7799747,40.43852325,40.002,-103.243,40.01,-103.26,2017,40.010:-103.260
40.004:-102.427,CO125,10658,"Yuma County, Colorado","Denver, CO",-102.4267579,40.00404439,-102.8036841,39.56776873,-102.0498318,40.44032004,40.004,-102.427,40.01,-102.42,2017,40.010:-102.420
40.762:-104.258,CO617,10659,"Weld County, Colorado, Northern Part","Denver, CO",-104.2583956,40.76188317,-104.943723,40.52181603,-103.5730683,41.00195031,40.762,-104.258,40.77,-104.26,2017,40.770:-104.260
40.321:-104.602,CO618,10660,"Weld County, Colorado, Southern Part","Denver, CO",-104.6020203,40.3207897,-105.0566574,40.00027789,-104.1473832,40.64130152,40.321,-104.602,40.33,-104.62,2017,40.330:-104.620
39.348:-104.893,CO622,14362,"Castle Rock Area, Colorado","Bozeman, MT",-104.8928574,39.34795992,-105.12501,39.12947342,-104.6607048,39.56644642,39.348,-104.893,39.33,-104.9,2017,39.330:-104.900
39.347:-104.355,CO623,14363,"Elbert County, Colorado, Western Part","Bozeman, MT",-104.3547064,39.34711626,-104.6627952,39.12814813,-104.0466177,39.56608438,39.347,-104.355,39.33,-104.34,2017,39.330:-104.340
39.216:-103.885,CO624,10661,"Elbert County, Colorado, Eastern Part","Denver, CO",-103.884796,39.21647834,-104.0554922,38.86645636,-103.7140998,39.56650032,39.216,-103.885,39.21,-103.9,2017,39.210:-103.900
38.825:-104.497,CO625,10662,"El Paso County Area, Colorado","Bozeman, MT",-104.4966456,38.82464359,-104.94239,38.51952691,-104.0509013,39.12976027,38.825,-104.497,38.81,-104.5,2017,38.810:-104.500
38.128:-104.606,CO626,10663,"Pueblo Area, Colorado, Parts of Pueblo and Custer Counties","Denver, CO",-104.6064374,38.12826343,-105.1587553,37.7342479,-104.0541195,38.52227895,38.128,-104.606,38.13,-104.62,2017,38.130:-104.620
37.670:-104.912,CO627,14364,"Huerfano County Area, Colorado","Bozeman, MT",-104.9116817,37.67016499,-105.4723406,37.33168356,-104.3510228,38.00864642,37.67,-104.912,37.69,-104.9,2017,37.690:-104.900
37.405:-104.115,CO628,10664,"Las Animas County Area, Colorado, Parts of Huerfano and Las Animas Counties","Denver, CO",-104.1149473,37.4050954,-105.1552193,36.99270021,-103.0746753,37.8174906,37.405,-104.115,37.41,-104.1,2017,37.410:-104.100
37.198:-106.067,CO630,14365,"Conejos County Area, Colorado","Bozeman, MT",-106.0670983,37.19794932,-106.4161958,36.9947766,-105.7180007,37.40112204,37.198,-106.067,37.21,-106.06,2017,37.210:-106.060
37.575:-106.349,CO631,14366,"Rio Grande County Area, Colorado","Bozeman, MT",-106.3492648,37.57457969,-106.6601354,37.40079095,-106.0383943,37.74836843,37.575,-106.349,37.57,-106.34,2017,37.570:-106.340
37.554:-105.769,CO632,14367,"Alamosa Area, Colorado","Bozeman, MT",-105.768869,37.55409124,-106.0395503,37.3561404,-105.4981877,37.75204209,37.554,-105.769,37.57,-105.78,2017,37.570:-105.780
38.092:-106.025,CO633,14368,"Saguache County Area, Colorado","Bozeman, MT",-106.0254965,38.09220859,-106.5528943,37.7481381,-105.4980987,38.43627908,38.092,-106.025,38.09,-106.02,2017,38.090:-106.020
38.002:-105.691,CO634,14369,"Sangre de Cristo Area, Colorado, Parts of Alamosa, Custer, Fremont, Huerfano, and Saguache Counties","Bozeman, MT",-105.6910686,38.00207698,-106.0642963,37.52622033,-105.3178409,38.47793364,38.002,-105.691,38.01,-105.7,2017,38.010:-105.700
38.079:-105.383,CO635,14370,"Custer County Area, Colorado","Bozeman, MT",-105.3829144,38.07900327,-105.6810072,37.8929788,-105.0848216,38.26502774,38.079,-105.383,38.09,-105.38,2017,38.090:-105.380
37.803:-105.115,CO636,14371,"Wet Mountains and Spanish Peaks Area, Colorado, Parts of Custer, Fremont, Huerfano, Las Animas, and Pueblo Counties","Bozeman, MT",-105.1147201,37.80310611,-105.3416714,37.21851845,-104.8877687,38.38769376,37.803,-105.115,37.81,-105.1,2017,37.810:-105.100
38.478:-105.455,CO637,14372,"Fremont County Area, Colorado","Bozeman, MT",-105.4554092,38.47763797,-105.97072,38.25764583,-104.9400983,38.69763011,38.478,-105.455,38.49,-105.46,2017,38.490:-105.460
39.027:-105.515,CO638,14459,"Teller-Park Area, Colorado, Parts of Park and Teller Counties","Bozeman, MT",-105.5154956,39.02701641,-106.0888347,38.64756919,-104.9421565,39.40646363,39.027,-105.515,39.01,-105.5,2017,39.010:-105.500
39.087:-105.114,CO640,14374,"Pike National Forest, Eastern Part, Colorado, Parts of Douglas, El Paso, Jefferson, and Teller Counties","Bozeman, MT",-105.1136606,39.08692125,-105.3593807,38.69495983,-104.8679406,39.47888266,39.087,-105.114,39.09,-105.1,2017,39.090:-105.100
39.658:-105.222,CO641,14375,"Golden Area, Colorado, Parts of Denver, Douglas, Jefferson, and Park Counties","Bozeman, MT",-105.2224298,39.65818543,-105.5496082,39.40205863,-104.8952514,39.91431223,39.658,-105.222,39.65,-105.22,2017,39.650:-105.220
40.336:-105.523,CO642,19948,"Estes Park Area, Colorado, Parts of Boulder and Larimer Counties","Bozeman, MT",-105.5234417,40.33643951,-105.591752,40.25001269,-105.4551315,40.42286634,40.336,-105.523,40.33,-105.54,2017,40.330:-105.540
40.089:-105.241,CO643,14376,"Boulder County Area, Colorado","Bozeman, MT",-105.2412232,40.08867322,-105.4296555,39.91318056,-105.0527909,40.26416588,40.089,-105.241,40.09,-105.26,2017,40.090:-105.260
40.630:-105.516,CO644,14377,"Larimer County Area, Colorado","Bozeman, MT",-105.5164148,40.62979539,-106.0898983,40.26120943,-104.9429314,40.99838136,40.63,-105.516,40.65,-105.5,2017,40.650:-105.500
40.270:-105.782,CO645,16551,"Arapaho-Roosevelt National Forest Area, Colorado, Parts of Boulder, Clear Creek, Gilpin, Grand, Park and Larimer Counties","Bozeman, MT",-105.7818932,40.26958968,-106.2947685,39.54162521,-105.269018,40.99755416,40.27,-105.782,40.29,-105.78,2017,40.290:-105.780
40.684:-106.226,CO646,14379,"Jackson County Area, Colorado","Bozeman, MT",-106.2256608,40.68369304,-106.5995657,40.36518434,-105.8517559,41.00220174,40.684,-106.226,40.69,-106.22,2017,40.690:-106.220
40.503:-106.797,CO647,14380,"Routt National Forest Area, Colorado, Parts of Grand, Jackson, Moffat, and Routt Counties","Bozeman, MT",-106.7970354,40.50292819,-107.4669297,40.00203496,-106.1271411,41.00382141,40.503,-106.797,40.49,-106.78,2017,40.490:-106.780
40.461:-107.051,CO648,14381,"Routt Area, Colorado, Parts of Rio Blanco and Routt Counties","Bozeman, MT",-107.050997,40.46128151,-107.4766766,39.91874161,-106.6253174,41.00382141,40.461,-107.051,40.45,-107.06,2017,40.450:-107.060
40.048:-106.164,CO649,14382,"Grand County Area, Colorado","Bozeman, MT",-106.1640677,40.04786598,-106.6267364,39.68405739,-105.701399,40.41167458,40.048,-106.164,40.05,-106.18,2017,40.050:-106.180
40.328:-106.167,CO650,14383,"Willow Creek Pass Area, Colorado, Parts of Grand and Jackson Counties","Bozeman, MT",-106.1673228,40.3282947,-106.4801383,40.13011672,-105.8545073,40.52647268,40.328,-106.167,40.33,-106.18,2017,40.330:-106.180
40.356:-105.703,CO651,14384,"Rocky Mountain National Park, Colorado, Parts of Boulder, Grand, and Larimer Counties","Bozeman, MT",-105.7031787,40.35593439,-105.9125061,40.15807274,-105.4938514,40.55379604,40.356,-105.703,40.37,-105.7,2017,40.370:-105.700
39.726:-105.599,CO653,14385,"Georgetown Area, Colorado, Parts of Clear Creek, Gilpin, and Park Counties","Bozeman, MT",-105.5989603,39.72625327,-105.799988,39.55488003,-105.3979326,39.89762651,39.726,-105.599,39.73,-105.58,2017,39.730:-105.580
39.451:-107.103,CO654,18095,"Holy Cross Area, Colorado, Parts of Eagle, Garfield, Mesa, Pitkin, and Summit Counties","Bozeman, MT",-107.1026099,39.4512802,-108.1581841,38.97774573,-106.0470357,39.92481466,39.451,-107.103,39.45,-107.1,2017,39.450:-107.100
39.542:-106.888,CO655,14387,"Aspen-Gypsum Area, Colorado, Parts of Eagle, Garfield, and Pitkin Counties","Bozeman, MT",-106.8880415,39.54209797,-107.380999,39.15943274,-106.395084,39.92476319,39.542,-106.888,39.53,-106.9,2017,39.530:-106.900
39.124:-105.895,CO657,14388,"Pike and San Isabel NF, Colorado, Northern Part, Parts of Chaffee, Clear Creek, Fremont, Jefferson, Lake, Park, and Saguache Counties","Bozeman, MT",-105.895339,39.12375516,-106.6003963,38.32817346,-105.1902817,39.91933687,39.124,-105.895,39.13,-105.9,2017,39.130:-105.900
38.912:-106.164,CO658,14390,"Chaffee-Lake Area, Colorado, Parts of Chaffee and Lake Counties","Bozeman, MT",-106.1638959,38.91179393,-106.403587,38.46303697,-105.9242047,39.36055088,38.912,-106.164,38.93,-106.18,2017,38.930:-106.180
38.928:-107.554,CO660,14391,"Grand Mesa - West Elk Area, Colorado, Parts of Delta, Garfield, Gunnison, Mesa, and Montrose Counties","Bozeman, MT",-107.5536394,38.92808909,-108.2680755,38.47472647,-106.8392032,39.38145172,38.928,-107.554,38.93,-107.54,2017,38.930:-107.540
38.831:-106.804,CO661,14392,"Taylor River Area, Colorado, Northeastern Part of Gunnison County","Bozeman, MT",-106.8043599,38.83100036,-107.2881225,38.54314029,-106.3205973,39.11886043,38.831,-106.804,38.85,-106.82,2017,38.850:-106.820
38.460:-106.993,CO662,14393,"Gunnison Area, Colorado, Parts of Gunnison, Hinsdale, and Saguache Counties","Bozeman, MT",-106.9934965,38.46034715,-107.4802789,37.99285076,-106.5067141,38.92784354,38.46,-106.993,38.45,-106.98,2017,38.450:-106.980
38.266:-106.751,CO663,14394,"Cochetopa Area, Colorado, Parts of Gunnison, Hinsdale, and Saguache Counties","Bozeman, MT",-106.7514011,38.26591003,-107.2656039,37.92601261,-106.2371982,38.60580745,38.266,-106.751,38.25,-106.74,2017,38.250:-106.740
37.704:-106.785,CO664,20814,"Rio Grande NF Area, Colorado, West Part, Parts of Archuleta, Conejos, Hinsdale, Mineral, Rio Grande, Saguache, and San Juan Counties","Bozeman, MT",-106.7850276,37.70401242,-107.559248,36.99388807,-106.0108071,38.41413677,37.704,-106.785,37.69,-106.78,2017,37.690:-106.780
37.344:-107.100,CO666,14396,"Piedra Area, Colorado, Parts of Archuleta, Hinsdale, La Plata, Mineral, and Rio Grande Counties","Bozeman, MT",-107.0999754,37.34427159,-107.5783632,37.04747433,-106.6215876,37.64106886,37.344,-107.1,37.33,-107.1,2017,37.330:-107.100
37.164:-106.980,CO668,14398,"Archuleta County Area, Colorado","Bozeman, MT",-106.9795754,37.1635764,-107.4821743,36.99227822,-106.4769765,37.33487459,37.164,-106.98,37.17,-106.98,2017,37.170:-106.980
37.313:-107.895,CO669,10246,"La Plata County Area, Colorado","Bozeman, MT",-107.8954057,37.31272543,-108.3095644,36.99958207,-107.4812469,37.6258688,37.313,-107.895,37.33,-107.9,2017,37.330:-107.900
37.089:-108.648,CO670,10247,"Ute Mountain Area, Colorado and New Mexico","Phoenix, AZ",-108.6477446,37.08852554,-109.0464375,36.8498799,-108.2490517,37.32717118,37.089,-108.648,37.09,-108.66,2017,37.090:-108.660
37.519:-108.623,CO671,10248,"Cortez Area, Colorado, Parts of Dolores and Montezuma Counties","Bozeman, MT",-108.6231817,37.51867022,-109.0458412,37.15621822,-108.2005222,37.88112221,37.519,-108.623,37.53,-108.62,2017,37.530:-108.620
