,areasymbol,lkey,areaname,mlraoffice,longitude,latitude,mbrminx,mbrminy,mbrmaxx,mbrmaxy,lat-rounded,lon-rounded,SoilLat,SoilLon,SolarLat,SolarLon,Year,SoilRegionKey,SolarRegionKey
408,CO682,14407,"Douglas-Plateau Area, Colorado, Parts of Garfield and Mesa Counties","Bozeman, MT",-108.37534576528151,39.368005734803,-109.05178122454399,39.0406863590141,-107.698910306019,39.695325110591895,39.368,-108.375,39.368,-108.375,39.37,-108.38,2017.0,39.368:-108.375,-108.375:39.370
409,CO683,14408,"Rifle Area, Colorado, Parts of Garfield and Mesa Counties","Bozeman, MT",-107.716276385682,39.58332536212465,-108.164827109664,39.341826921981394,-107.2677256617,39.8248238022679,39.583,-107.716,,,,,,,
410,CO684,14409,"Flat Tops Area, Colorado, Parts of Eagle, Garfield, Moffat, Rio Blanco, and Routt Counties","Bozeman, MT",-107.430290165025,39.906712535919254,-107.885181461046,39.5407892554774,-106.975398869004,40.2726358163611,39.907,-107.43,39.907,-107.43,39.89,-107.42,2017.0,39.907:-107.430,-107.430:39.890
411,CO685,14410,"Rio Blanco County Area, Colorado","Bozeman, MT",-108.25868561999451,39.93709730296765,-109.051377407073,39.64979549618821,-107.465993832916,40.2243991097471,39.937,-108.259,39.937,-108.259,39.93,-108.26,2017.0,39.937:-108.259,-108.259:39.930
412,CO686,14411,"Moffat County Area, Colorado","Bozeman, MT",-108.1824905785565,40.61169878378455,-109.051161080235,40.220297019675,-107.31382007687799,41.0031005478941,40.612,-108.182,,,,,,,
413,CO690,14413,"Summit County Area, Colorado","Bozeman, MT",-106.162269436954,39.6370734410441,-106.395053502239,39.3596939264326,-105.929485371669,39.914452955655605,39.637,-106.162,39.637,-106.162,39.65,-106.18,2017.0,39.637:-106.162,-106.162:39.650
414,CO692,14414,"Dinosaur National Monument, Colorado and Utah","Bozeman, MT",-108.919669351241,40.56999540972895,-109.337398626424,40.3935451571577,-108.501940076058,40.74644566230021,40.57,-108.92,40.57,-108.92,40.57,-108.94,2017.0,40.570:-108.920,-108.920:40.570
415,CT600,12330,State of Connecticut,"Amherst, MA",-72.75747802782125,41.50060620371241,-73.7277313341023,40.95073929835971,-71.7872247215402,42.0504731090651,41.501,-72.757,,,,,,,
416,DC001,10972,District of Columbia,"Raleigh, NC",-77.01444333180015,38.89386512608161,-77.119781933698,38.7917680700732,-76.9091047299023,38.995962182090004,38.894,-77.014,38.894,-77.014,38.89,-77.02,2017.0,38.894:-77.014,-77.014:38.890
417,DE001,11061,"Kent County, Delaware","Raleigh, NC",-75.44888899120085,39.10872325049535,-75.7599812725452,38.829860188229496,-75.1377967098565,39.3875863127612,39.109,-75.449,39.109,-75.449,39.09,-75.46,2017.0,39.109:-75.449,-75.449:39.090
418,DE003,11063,"New Castle County, Delaware","Raleigh, NC",-75.59707903138799,39.564908701078906,-75.7887751531282,39.2902893168797,-75.4053829096478,39.83952808527809,39.565,-75.597,39.565,-75.597,39.57,-75.58,2017.0,39.565:-75.597,-75.597:39.570
419,DE005,11064,"Sussex County, Delaware","Raleigh, NC",-75.3613787679059,38.7269807000741,-75.72275636203209,38.4510393212961,-75.00000117377971,39.0029220788521,38.727,-75.361,38.727,-75.361,38.73,-75.38,2017.0,38.727:-75.361,-75.361:38.730
420,FL001,12639,"Alachua County, Florida","Auburn, AL",-82.3539914008233,29.681197013873447,-82.6582555992699,29.417038748060694,-82.0497272023767,29.945355279686197,29.681,-82.354,,,,,,,
421,FL003,18204,"Baker County, Florida","Raleigh, NC",-82.25438053941375,30.36022788990725,-82.45956242007709,30.136366422765,-82.04919865875041,30.5840893570495,30.36,-82.254,,,,,,,
422,FL005,12640,"Bay County, Florida","Auburn, AL",-85.69010546546156,30.2457748476362,-85.995983255883,29.9240851078082,-85.3842276750401,30.567464587464197,30.246,-85.69,30.246,-85.69,30.25,-85.7,2017.0,30.246:-85.690,-85.690:30.250
423,FL007,15730,"Bradford County, Florida","Raleigh, NC",-82.23248318553185,29.930704811648898,-82.4189055817748,29.718302209175402,-82.0460607892889,30.1431074141224,29.931,-82.232,,,,,,,
424,FL009,18324,"Brevard County, Florida","Auburn, AL",-80.71103683338502,28.306783712111002,-80.9878695789086,27.822109990736397,-80.4342040878614,28.791457433485604,28.307,-80.711,28.307,-80.711,28.29,-80.7,2017.0,28.307:-80.711,-80.711:28.290
425,FL013,18382,"Calhoun County, Florida","Auburn, AL",-85.16131355950651,30.40391333577295,-85.38979173783301,30.1997631413272,-84.93283538118,30.6080635302187,30.404,-85.161,30.404,-85.161,30.41,-85.18,2017.0,30.404:-85.161,-85.161:30.410
426,FL015,18249,"Charlotte County, Florida","Auburn, AL",-82.03125643675179,26.901794734697557,-82.49982148914579,26.7682518781295,-81.56269138435779,27.035337591265602,26.902,-82.031,,,,,,,
427,FL017,12644,"Citrus County, Florida","Auburn, AL",-82.49208386159152,28.859251668045,-82.8149967138435,28.6658126249507,-82.16917100933951,29.052690711139306,28.859,-82.492,28.859,-82.492,28.85,-82.5,2017.0,28.859:-82.492,-82.492:28.850
428,FL019,10817,"Clay County, Florida","Raleigh, NC",-81.8180741258581,29.954379428525854,-82.0494977210122,29.718494161641,-81.586650530704,30.1902646954107,29.954,-81.818,29.954,-81.818,29.97,-81.82,2017.0,29.954:-81.818,-81.818:29.970
429,FL023,16747,"Columbia County, Florida","Auburn, AL",-82.62632146783119,30.211858384531652,-82.80026470775559,29.8257131288947,-82.4523782279068,30.5980036401686,30.212,-82.626,30.212,-82.626,30.21,-82.62,2017.0,30.212:-82.626,-82.626:30.210
430,FL027,17761,"De Soto County, Florida","Auburn, AL",-81.81000535961498,27.1861821481669,-82.05757995829609,27.0316218136055,-81.5624307609339,27.3407424827283,27.186,-81.81,27.186,-81.81,27.17,-81.82,2017.0,27.186:-81.810,-81.810:27.170
431,FL029,18112,"Dixie County, Florida","Auburn, AL",-83.1716274813385,29.5557981539933,-83.4234542198135,29.286261881940998,-82.9198007428635,29.825334426045604,29.556,-83.172,,,,,,,
432,FL031,16312,"Duval County, Florida","Raleigh, NC",-81.71293389353886,30.345059635806304,-82.0493370439288,30.1039642632059,-81.3765307431489,30.586155008406703,30.345,-81.713,,,,,,,
433,FL033,18149,"Escambia County, Florida","Auburn, AL",-87.27649082702055,30.6396313976855,-87.63460617943943,30.2802447883987,-86.9183754746017,30.9990180069723,30.64,-87.276,,,,,,,
434,FL035,18489,"Flagler County, Florida","Auburn, AL",-81.30920909111714,29.465910215154647,-81.523828136188,29.261212603144998,-81.09459004604629,29.6706078271643,29.466,-81.309,,,,,,,
435,FL037,18354,"Franklin County, Florida","Auburn, AL",-84.77850694100715,29.800133330743947,-85.2237221870684,29.5863097449967,-84.33329169494591,30.0139569164912,29.8,-84.779,29.8,-84.779,29.81,-84.78,2017.0,29.800:-84.779,-84.779:29.810
436,FL039,17655,"Gadsden County, Florida","Auburn, AL",-84.60764064799044,30.549753810202102,-84.93286978523508,30.3880140475568,-84.28241151074579,30.7114935728474,30.55,-84.608,,,,,,,
437,FL041,12655,"Gilchrist County, Florida","Auburn, AL",-82.81463371515525,29.74918884159755,-82.9729319630913,29.562753299744703,-82.6563354672192,29.9356243834504,29.749,-82.815,,,,,,,
438,FL043,18253,"Glades County, Florida","Auburn, AL",-81.21846565887292,26.98949663955935,-81.5658019524415,26.7681491985459,-80.8711293653043,27.2108440805728,26.989,-81.218,26.989,-81.218,26.97,-81.22,2017.0,26.989:-81.218,-81.218:26.970
439,FL045,18320,"Gulf County, Florida","Auburn, AL",-85.21791638338934,29.92841528492115,-85.41774638569241,29.6554287742794,-85.01808638108629,30.201401795562898,29.928,-85.218,,,,,,,
440,FL047,17628,"Hamilton County, Florida","Auburn, AL",-82.9775967780076,30.47581746264955,-83.3097032406381,30.3172252226978,-82.64549031537709,30.6344097026013,30.476,-82.978,30.476,-82.978,30.49,-82.98,2017.0,30.476:-82.978,-82.978:30.490
441,FL049,17726,"Hardee County, Florida","Auburn, AL",-81.8096778829818,27.491699345171853,-82.0560083478597,27.3366158974586,-81.5633474181039,27.6467827928851,27.492,-81.81,,,,,,,
442,FL051,17637,"Hendry County, Florida","Auburn, AL",-81.22312657234018,26.6068706452088,-81.5664253964703,26.253081755898,-80.87982774821009,26.9606595345196,26.607,-81.223,26.607,-81.223,26.61,-81.22,2017.0,26.607:-81.223,-81.223:26.610
443,FL053,12661,"Hernando County, Florida","Auburn, AL",-82.40244346928151,28.563650181856552,-82.7501594662768,28.432313008055896,-82.0547274722862,28.6949873556572,28.564,-82.402,28.564,-82.402,28.57,-82.42,2017.0,28.564:-82.402,-82.402:28.570
444,FL055,18069,"Highlands County, Florida","Auburn, AL",-81.25235891043847,27.33945921900235,-81.5640796538047,27.0322764554138,-80.9406381670723,27.6466419825909,27.339,-81.252,,,,,,,
445,FL057,18018,"Hillsborough County, Florida","Auburn, AL",-82.3527597871267,27.909447470774,-82.6512068660684,27.6454688230155,-82.054312708185,28.1734261185325,27.909,-82.353,,,,,,,
446,FL059,17490,"Holmes County, Florida","Auburn, AL",-85.76686831996435,30.849983830713,-86.0377288540711,30.7030874956436,-85.49600778585759,30.9968801657824,30.85,-85.767,,,,,,,
447,FL061,16483,"Indian River County, Florida","Auburn, AL",-80.59698044851929,27.7092087406065,-80.8811414030899,27.557123755981003,-80.31281949394871,27.861293725232,27.709,-80.597,27.709,-80.597,27.69,-80.58,2017.0,27.709:-80.597,-80.597:27.690
448,FL063,18145,"Jackson County, Florida","Auburn, AL",-85.22929946491564,30.78255192161185,-85.6003482603781,30.564294559984198,-84.8582506694532,31.000809283239498,30.783,-85.229,30.783,-85.229,30.77,-85.22,2017.0,30.783:-85.229,-85.229:30.770
449,FL065,16075,"Jefferson County, Florida","Auburn, AL",-83.84037343986235,30.37431761479705,-84.076594320399,30.07669819115589,-83.6041525593257,30.6719370384382,30.374,-83.84,,,,,,,
450,FL067,17254,"Lafayette County, Florida","Auburn, AL",-83.12293129702077,30.040669936259302,-83.3705861983484,29.8207113037687,-82.87527639569309,30.2606285687499,30.041,-83.123,,,,,,,
451,FL071,18396,"Lee County, Florida","Auburn, AL",-81.96839470516383,26.552549307291898,-82.3748248708306,26.316354095420603,-81.56196453949708,26.7887445191632,26.553,-81.968,,,,,,,
452,FL073,18269,"Leon County, Florida","Auburn, AL",-84.346208314662,30.47949648110885,-84.7153580998497,30.273694093686,-83.97705852947429,30.6852988685317,30.479,-84.346,30.479,-84.346,30.49,-84.34,2017.0,30.479:-84.346,-84.346:30.490
453,FL075,18081,"Levy County, Florida","Auburn, AL",-82.78501238088502,29.291580713654604,-83.16692513296921,28.991782748289104,-82.40309962880079,29.5913786790201,29.292,-82.785,,,,,,,
454,FL077,12672,"Liberty County, Florida","Auburn, AL",-84.84769841134629,30.288641017346002,-85.15273399570779,29.971357223323498,-84.5426628269848,30.6059248113685,30.289,-84.848,30.289,-84.848,30.29,-84.86,2017.0,30.289:-84.848,-84.848:30.290
455,FL079,17704,"Madison County, Florida","Auburn, AL",-83.49665150290785,30.45575613935255,-83.82202393642551,30.2603110577322,-83.1712790693902,30.6512012209729,30.456,-83.497,,,,,,,
456,FL081,17725,"Manatee County, Florida","Auburn, AL",-82.4009542620677,27.42717221037965,-82.7476307853845,27.207743868438396,-82.05427773875091,27.6466005523209,27.427,-82.401,,,,,,,
457,FL085,18115,"Martin County, Florida","Auburn, AL",-80.44051253693455,27.1101348290698,-80.883377336767,26.956590219032996,-79.9976477371021,27.263679439106607,27.11,-80.441,27.11,-80.441,27.09,-80.46,2017.0,27.110:-80.441,-80.441:27.090
458,FL089,10820,"Nassau County, Florida","Raleigh, NC",-81.73592836941391,30.5517555313953,-82.05038236609559,30.2733904742396,-81.4214743727322,30.830120588551,30.552,-81.736,30.552,-81.736,30.57,-81.74,2017.0,30.552:-81.736,-81.736:30.570
459,FL091,18203,"Okaloosa County, Florida","Auburn, AL",-86.59426788415905,30.687839739452357,-86.80001793224008,30.378614108986106,-86.388517836078,30.997065369918605,30.688,-86.594,,,,,,,
460,FL093,18103,"Okeechobee County, Florida","Auburn, AL",-80.9454996767513,27.30112768591765,-81.213696705769,26.958837392051002,-80.6773026477336,27.643417979784303,27.301,-80.945,27.301,-80.945,27.29,-80.94,2017.0,27.301:-80.945,-80.945:27.290
461,FL095,12680,"Orange County, Florida","Auburn, AL",-81.26089357319194,28.56647256170965,-81.65852332729429,28.346906612937,-80.8632638190896,28.786038510482307,28.566,-81.261,,,,,,,
462,FL097,18400,"Osceola County, Florida","Auburn, AL",-81.2592239720091,27.995129191605,-81.657138788227,27.641703875873603,-80.8613091557912,28.3485545073364,27.995,-81.259,27.995,-81.259,28.01,-81.26,2017.0,27.995:-81.259,-81.259:28.010
463,FL101,12681,"Pasco County, Florida","Auburn, AL",-82.4649520332838,28.325062428084998,-82.87500342532479,28.1712523612888,-82.0549006412428,28.4788724948812,28.325,-82.465,28.325,-82.465,28.33,-82.46,2017.0,28.325:-82.465,-82.465:28.330
464,FL103,17487,"Pinellas County, Florida","Auburn, AL",-82.7080801884249,27.89196314839965,-82.87500241773391,27.610457766746002,-82.5411579591159,28.173468530053306,27.892,-82.708,27.892,-82.708,27.89,-82.7,2017.0,27.892:-82.708,-82.708:27.890
465,FL105,18146,"Polk County, Florida","Auburn, AL",-81.61925834563625,28.002554878556204,-82.1056874385528,27.643171040029802,-81.1328292527197,28.3619387170826,28.003,-81.619,28.003,-81.619,28.01,-81.62,2017.0,28.003:-81.619,-81.619:28.010
466,FL107,12684,"Putnam County Area, Florida","Auburn, AL",-81.74489285760635,29.5820720278751,-82.0559376841448,29.324583826444,-81.43384803106791,29.839560229306198,29.582,-81.745,,,,,,,
467,FL109,17843,"St. Johns County, Florida","Auburn, AL",-81.4421288690658,29.9377409349534,-81.6821363767823,29.622502238976693,-81.2021213613493,30.2529796309301,29.938,-81.442,,,,,,,
468,FL111,18114,"St. Lucie County, Florida","Auburn, AL",-80.3711492582875,27.382198156531054,-80.6796911664476,27.2057235877652,-80.06260735012741,27.558672725296894,27.382,-80.371,,,,,,,
469,FL113,17064,"Santa Rosa County, Florida","Auburn, AL",-87.04975650992846,30.666746699119102,-87.31367272029871,30.333834006127898,-86.7858402995582,30.9996593921103,30.667,-87.05,,,,,,,
470,FL115,18304,"Sarasota County, Florida","Auburn, AL",-82.35867366416319,27.16755282870375,-82.6605326339464,26.9453855766052,-82.05681469438002,27.389720080802302,27.168,-82.359,,,,,,,
471,FL117,18364,"Seminole County, Florida","Auburn, AL",-81.22336250131539,28.744727287407645,-81.4597392116372,28.610502970517,-80.9869857909936,28.8789516042983,28.745,-81.223,28.745,-81.223,28.73,-81.22,2017.0,28.745:-81.223,-81.223:28.730
472,FL119,12689,"Sumter County, Florida","Auburn, AL",-82.132596816942,28.6329315050602,-82.3117579663566,28.3054374618686,-81.95343566752742,28.960425548251802,28.633,-82.133,,,,,,,
473,FL121,12887,"Suwannee County, Florida","Auburn, AL",-83.00596415041164,30.162395661404098,-83.2531417887254,29.882134747358602,-82.7587865120979,30.4426565754496,30.162,-83.006,30.162,-83.006,30.17,-83.02,2017.0,30.162:-83.006,-83.006:30.170
474,FL123,18148,"Taylor County, Florida","Auburn, AL",-83.65717387518254,29.98173699816245,-83.9954185757007,29.659116530007505,-83.3189291746644,30.304357466317395,29.982,-83.657,,,,,,,
475,FL125,18086,"Union County, Florida","Raleigh, NC",-82.3571164384046,30.031419548543248,-82.5761015281603,29.9199472125416,-82.13813134864891,30.1428918845449,30.031,-82.357,,,,,,,
476,FL127,18673,"Volusia County, Florida","Auburn, AL",-81.19149073572231,29.020483861877302,-81.6806666644204,28.6131558527923,-80.70231480702421,29.4278118709623,29.02,-81.191,29.02,-81.191,29.01,-81.18,2017.0,29.020:-81.191,-81.191:29.010
477,FL129,17928,"Wakulla County, Florida","Auburn, AL",-84.40676900534346,30.136260002748397,-84.7379404611978,29.9690592584735,-84.0755975494891,30.3034607470233,30.136,-84.407,,,,,,,
478,FL131,12694,"Walton County, Florida","Auburn, AL",-86.12078230456459,30.63159259736275,-86.3973250154085,30.268677466142,-85.8442395937207,30.994507728583496,30.632,-86.121,,,,,,,
479,FL133,15767,"Washington County, Florida","Auburn, AL",-85.7127188495688,30.609962100191595,-85.99336508935802,30.389338014725798,-85.4320726097796,30.830586185657396,30.61,-85.713,30.61,-85.713,30.61,-85.7,2017.0,30.610:-85.713,-85.713:30.610
480,FL606,17808,"Broward County, Florida, East Part","Auburn, AL",-80.2581113439912,26.145758932204,-80.4501472651443,25.9568140940975,-80.0660754228381,26.3347037703105,26.146,-80.258,26.146,-80.258,26.13,-80.26,2017.0,26.146:-80.258,-80.258:26.130
481,FL607,18621,"Lake County Area, Florida","Auburn, AL",-81.65311850296716,28.6814975348891,-81.9565957978375,28.345531135389802,-81.3496412080968,29.0174639343884,28.681,-81.653,,,,,,,
482,FL608,12698,"Marion County Area, Florida","Auburn, AL",-82.1855997225239,29.237851293125896,-82.5359474760412,28.9595643941218,-81.83525196900659,29.516138192129997,29.238,-82.186,,,,,,,
483,FL609,15852,"Ocala National Forest Area, Florida","Auburn, AL",-81.68869567944921,29.24086494739405,-81.99518839601579,28.9601697670364,-81.3822029628826,29.521560127751695,29.241,-81.689,29.241,-81.689,29.25,-81.7,2017.0,29.241:-81.689,-81.689:29.250
484,FL611,18021,"Palm Beach County Area, Florida","Auburn, AL",-80.45279386823259,26.64581622726385,-80.886208236662,26.320720743207602,-80.0193794998032,26.9709117113201,26.646,-80.453,26.646,-80.453,26.65,-80.46,2017.0,26.646:-80.453,-80.453:26.650
485,FL615,32826,"Water Conservation Area, Florida","Auburn, AL",-80.5506882326984,26.2215194892283,-80.8796867609823,25.760582009771,-80.2216897044145,26.682456968685603,26.222,-80.551,,,,,,,
486,FL616,12867,"Big Cypress Reservation, Broward County, Florida","Auburn, AL",-80.8558933514267,26.29624883108495,-80.8813080970109,26.2594107748767,-80.8304786058425,26.333086887293202,26.296,-80.856,,,,,,,
487,FL618,19855,"Miccosukee Indian Alligator Alley Reservation, Broward County, Florida","Auburn, AL",-80.85363487647398,26.176726878374357,-80.8798277482102,26.0932011034281,-80.82744200473779,26.260252653320602,26.177,-80.854,26.177,-80.854,26.17,-80.86,2017.0,26.177:-80.854,-80.854:26.170
488,FL621,18068,"Collier County Area, Florida","Auburn, AL",-81.55921660451277,26.171971310250047,-81.84957404075159,25.8268546368406,-81.2688591682739,26.5170879836595,26.172,-81.559,,,,,,,
489,FL686,15729,"Miami-Dade County Area, Florida","Auburn, AL",-80.39226315461104,25.605250060431647,-80.6739580615392,25.2357613161368,-80.1105682476829,25.9747388047265,25.605,-80.392,25.605,-80.392,25.61,-80.38,2017.0,25.605:-80.392,-80.392:25.610
490,FL687,16748,"Monroe County, Keys Area, Florida","Auburn, AL",-81.56309497032477,24.946797616313354,-82.8753077605133,24.5400885886542,-80.2508821801362,25.3535066439725,24.947,-81.563,24.947,-81.563,24.93,-81.58,2017.0,24.947:-81.563,-81.563:24.930
491,FL999,12703,"Department of Interior Lands, Florida","Auburn, AL",-80.829955766166,25.551187117830448,-81.518885520493,24.842848437114306,-80.141026011839,26.2595257985466,25.551,-80.83,25.551,-80.83,25.57,-80.82,2017.0,25.551:-80.830,-80.830:25.570
492,FM931,14213,"Island of Kosrae, Federated States of Micronesia","Davis, CA",162.96685838413998,5.31436116491337,162.898247145623,5.25878948506484,163.035469622657,5.369932844761901,5.314,162.967,,,,,,,
493,FM932,14209,"Island of Ponape, Federated States of Micronesia","Davis, CA",158.237547695822,6.887424991800555,158.111205123742,6.76349977493374,158.36389026790198,7.01135020866737,6.887,158.238,,,,,,,
494,FM933,14208,"Islands of Truk, Federated States of Micronesia","Davis, CA",151.7296196679565,7.374363512696375,151.557174333316,7.281377778798291,151.902065002597,7.46734924659446,7.374,151.73,,,,,,,
495,FM934,14207,"Islands of Yap, Federated States of Micronesia","Davis, CA",139.292723933147,9.737832859072471,138.05491807336,9.441866705238839,140.530529792934,10.0337990129061,9.738,139.293,,,,,,,
496,GA015,16592,"Bartow County, Georgia","Morgantown, WV",-84.8458025403113,34.244116320668695,-85.0471001999459,34.075252877601,-84.64450488067669,34.4129797637364,34.244,-84.846,34.244,-84.846,34.25,-84.86,2017.0,34.244:-84.846,-84.846:34.250
497,GA021,10902,"Bibb County, Georgia","Raleigh, NC",-83.69113010169958,32.806785428156964,-83.8927971699987,32.660690660929106,-83.4894630334005,32.9528801953848,32.807,-83.691,,,,,,,
498,GA031,12704,"Bulloch County, Georgia","Raleigh, NC",-81.73167135281304,32.403054746108644,-82.0303159931088,32.1526899098424,-81.4330267125173,32.653419582374895,32.403,-81.732,32.403,-81.732,32.41,-81.74,2017.0,32.403:-81.732,-81.732:32.410
499,GA033,12705,"Burke County, Georgia","Auburn, AL",-81.9289767448999,33.050423162460454,-82.316169330193,32.8037850882148,-81.5417841596068,33.2970612367061,33.05,-81.929,33.05,-81.929,33.05,-81.94,2017.0,33.050:-81.929,-81.929:33.050
500,GA035,11131,"Butts County, Georgia","Raleigh, NC",-83.96561357272306,33.315316710115106,-84.1237232279374,33.180142137022,-83.80750391750871,33.4504912832082,33.315,-83.966,,,,,,,
501,GA047,14769,"Catoosa County, Georgia","Morgantown, WV",-85.12247219324449,34.87770318282995,-85.2650588099463,34.7678064251433,-84.9798855765427,34.9875999405166,34.878,-85.122,,,,,,,
502,GA067,10903,"Cobb County, Georgia","Raleigh, NC",-84.55751171711559,33.912235935020504,-84.73983409926129,33.7428258082692,-84.3751893349699,34.081646061771806,33.912,-84.558,,,,,,,
503,GA087,15366,"Decatur County, Georgia","Auburn, AL",-84.62340685168209,30.8847979458228,-84.8709303160915,30.6901083274384,-84.37588338727271,31.079487564207202,30.885,-84.623,,,,,,,
504,GA089,10904,"DeKalb County, Georgia","Raleigh, NC",-84.1870055494008,33.792711401495296,-84.3501364619983,33.6144864464146,-84.0238746368033,33.970936356576,33.793,-84.187,,,,,,,
505,GA095,12706,"Dougherty County, Georgia","Auburn, AL",-84.21970494724165,31.543110385709905,-84.4576685188359,31.4359842690796,-83.9817413756474,31.6502365023402,31.543,-84.22,,,,,,,
506,GA097,11129,"Douglas County, Georgia","Raleigh, NC",-84.74537407621649,33.689750400219296,-84.9117997219926,33.5733830621668,-84.5789484304404,33.8061177382718,33.69,-84.745,33.69,-84.745,33.69,-84.74,2017.0,33.690:-84.745,-84.745:33.690
507,GA103,19035,"Effingham County, Georgia","Raleigh, NC",-81.33349309239406,32.348690557632715,-81.5476117393439,32.102182570578606,-81.11937444544421,32.5951985446868,32.349,-81.333,,,,,,,
508,GA107,12707,"Emanuel County, Georgia","Auburn, AL",-82.32463782657993,32.566724594965855,-82.6475811845008,32.2920729353748,-82.0016944686591,32.8413762545569,32.567,-82.325,32.567,-82.325,32.57,-82.34,2017.0,32.567:-82.325,-82.325:32.570
509,GA117,10905,"Forsyth County, Georgia","Raleigh, NC",-84.09223497158754,34.19285854149206,-84.25894420650259,34.050549044502304,-83.9255257366725,34.335168038481804,34.193,-84.092,,,,,,,
510,GA121,10907,"Fulton County, Georgia","Raleigh, NC",-84.47434911705666,33.8443678190833,-84.85098971925609,33.502455053576,-84.0977085148572,34.186280584590605,33.844,-84.474,,,,,,,
511,GA129,14902,"Gordon County, Georgia","Morgantown, WV",-84.87847831363634,34.507059688089946,-85.11231044363059,34.3840626852452,-84.6446461836421,34.6300566909347,34.507,-84.878,,,,,,,
512,GA131,12882,"Grady County, Georgia","Auburn, AL",-84.22686498983585,30.877399079786,-84.38066977819909,30.675836633174,-84.0730602014726,31.078961526398,30.877,-84.227,30.877,-84.227,30.89,-84.22,2017.0,30.877:-84.227,-84.227:30.890
513,GA133,11130,"Greene County, Georgia","Raleigh, NC",-83.178530483828,33.55847561897955,-83.406275675484,33.355031068418,-82.950785292172,33.7619201695411,33.558,-83.179,33.558,-83.179,33.57,-83.18,2017.0,33.558:-83.179,-83.179:33.570
514,GA135,15842,"Gwinnett County, Georgia","Raleigh, NC",-84.03784368005996,33.960351361323205,-84.27667628910591,33.7527151349217,-83.79901107101401,34.1679875877247,33.96,-84.038,33.96,-84.038,33.97,-84.02,2017.0,33.960:-84.038,-84.038:33.970
515,GA137,10909,"Habersham County, Georgia","Raleigh, NC",-83.51002126351891,34.629631972224104,-83.68181245615291,34.431435307740195,-83.3382300708849,34.827828636708,34.63,-83.51,34.63,-83.51,34.65,-83.5,2017.0,34.630:-83.510,-83.510:34.650
516,GA147,10910,"Hart County, Georgia","Raleigh, NC",-82.9448838736042,34.351792670113156,-83.1156988234094,34.209876031582304,-82.774068923799,34.493709308644,34.352,-82.945,34.352,-82.945,34.37,-82.94,2017.0,34.352:-82.945,-82.945:34.370
517,GA159,10911,"Jasper County, Georgia","Raleigh, NC",-83.69841392222996,33.3290813194187,-83.8633232288585,33.131914843740695,-83.5335046156014,33.5262477950967,33.329,-83.698,33.329,-83.698,33.33,-83.7,2017.0,33.329:-83.698,-83.698:33.330
518,GA165,12708,"Jenkins County, Georgia","Auburn, AL",-81.9578570272997,32.7802705836867,-82.1480529529958,32.6067382306393,-81.7676611016036,32.9538029367341,32.78,-81.958,32.78,-81.958,32.77,-81.94,2017.0,32.780:-81.958,-81.958:32.770
519,GA185,12709,"Lowndes County, Georgia","Auburn, AL",-83.2525774571387,30.828034189673147,-83.4849497915858,30.62425638803,-83.02020512269159,31.0318119913163,30.828,-83.253,,,,,,,
520,GA191,10912,"McIntosh County, Georgia","Raleigh, NC",-81.41943232143734,31.49532128850685,-81.66865162010909,31.290965486013107,-81.1702130227656,31.6996770910006,31.495,-81.419,31.495,-81.419,31.49,-81.42,2017.0,31.495:-81.419,-81.419:31.490
521,GA199,10913,"Meriwether County, Georgia","Raleigh, NC",-84.67755884045431,33.038109975758196,-84.8648008941387,32.8444975981335,-84.49031678676991,33.2317223533829,33.038,-84.678,,,,,,,
522,GA207,11132,"Monroe County, Georgia","Raleigh, NC",-83.91502909161458,33.0254647909843,-84.1241822059435,32.8484161652323,-83.7058759772857,33.2025134167363,33.025,-83.915,33.025,-83.915,33.01,-83.9,2017.0,33.025:-83.915,-83.915:33.010
523,GA211,11175,"Morgan County, Georgia","Raleigh, NC",-83.47832288691475,33.626104281237,-83.6874047167468,33.4344362633562,-83.2692410570827,33.8177722991178,33.626,-83.478,33.626,-83.478,33.61,-83.46,2017.0,33.626:-83.478,-83.478:33.610
524,GA215,10916,"Muscogee County, Georgia","Raleigh, NC",-84.87432238603925,32.4909861954799,-85.0808872540508,32.3737898916563,-84.66775751802771,32.608182499303496,32.491,-84.874,32.491,-84.874,32.49,-84.86,2017.0,32.491:-84.874,-84.874:32.490
525,GA221,10917,"Oglethorpe County, Georgia","Raleigh, NC",-83.04289424208736,33.868839259899204,-83.3062668003098,33.6898884292586,-82.77952168386491,34.0477900905398,33.869,-83.043,,,,,,,
526,GA223,16586,"Paulding County, Georgia","Raleigh, NC",-84.88663941352895,33.92815460429296,-85.0502253023147,33.7736018078431,-84.72305352474321,34.082707400742805,33.928,-84.887,,,,,,,
527,GA229,10918,"Pierce County, Georgia","Raleigh, NC",-82.2065843265406,31.366382160598906,-82.4210037957658,31.202138217532106,-81.9921648573154,31.5306261036657,31.366,-82.207,,,,,,,
528,GA243,12864,"Randolph County, Georgia","Auburn, AL",-84.74719649122005,31.775159147103054,-84.9593090075532,31.6185838921891,-84.5350839748869,31.931734402017003,31.775,-84.747,,,,,,,
529,GA245,12710,"Richmond County, Georgia","Raleigh, NC",-82.09117880708106,33.3862594688687,-82.35399272092991,33.2273159099374,-81.8283648932322,33.5452030278,33.386,-82.091,,,,,,,
