lkey|station_id|solar_region_key|areaname|weather_station
16728|725326-99999|-89.939:41.770|"Whiteside County, Illinois"|STERLING ROCKFALLS
11418|725348-4831|-87.893:41.450|"Will County, Illinois"|LEWIS UNIVERSITY AIRPOR
12285|724339-3865|-88.930:37.730|"Williamson County, Illinois"|WILLIAMSON COUNTY RGNL
11663|999999-14844|-89.171:42.330|"Winnebago County, Illinois"|ROCKFORD CAA AIRPORT
17209|720141-99999|-89.247:40.770|"Woodford County, Illinois"|MARSHALL CO
11431|725330-14827|-84.938:40.730|"Adams County, Indiana"|FORT WAYNE INTERNATIONA
11432|999999-14827|-85.071:41.090|"Allen County, Indiana"|FORT WAYNE CITY
11517|724363-99999|-85.885:39.210|"Bartholomew County, Indiana"|COLUMBUS MUNI
11433|744660-388|-87.310:40.610|"Benton County, Indiana"|JASPER COUNTY AIRPORT
15635|725336-99999|-85.324:40.490|"Blackford County, Indiana"|DELAWARE CO JOHNSON
11435|720575-99999|-86.468:40.050|"Boone County, Indiana"|INDIANAPOLIS EXECUTIVE
14499|724360-13803|-86.230:39.210|"Brown County, Indiana"|COLUMBUS BAKALAR
11436|720961-99999|-86.574:40.570|"Carroll County, Indiana"|LOGANSPORT CASS CO
11437|720961-99999|-86.373:40.730|"Cass County, Indiana"|LOGANSPORT CASS CO
11678|724235-13810|-85.705:38.450|"Clark County, Indiana"|BOWMAN FIELD AIRPORT
11438|999999-93823|-87.090:39.370|"Clay County, Indiana"|TERRE HAUTE HULMAN FIEL
11439|720575-99999|-86.469:40.290|"Clinton County, Indiana"|INDIANAPOLIS EXECUTIVE
14486|724365-99999|-86.464:38.250|"Crawford County, Indiana"|HUNTINGBURG
11440|720903-441|-87.092:38.690|"Daviess County, Indiana"|DAVIESS COUNTY AIRPORT
18851|724210-93814|-84.976:39.130|"Dearborn County, Indiana"|CINCINNATI/NORTHERN KEN
11441|692644-99999|-85.492:39.290|"Decatur County, Indiana"|MUSCATATUCK TRNG CTR
11442|720543-99999|-84.999:41.410|"De Kalb County, Indiana"|AUBURN / DE KALB CO
11444|725336-94895|-85.397:40.210|"Delaware County, Indiana"|DELAWARE CO-JOHNSON FD
14487|724365-99999|-86.876:38.370|"Dubois County, Indiana"|HUNTINGBURG
11446|724388-99999|-85.858:41.610|"Elkhart County, Indiana"|GOSHEN MUNI
18991|749015-99999|-85.168:39.650|"Fayette County, Indiana"|RICHMOND MUNI
11512|724230-93821|-85.897:38.290|"Floyd County, Indiana"|LOUISVILLE  INTL-STANDI
11448|722076-99999|-87.265:40.170|"Fountain County, Indiana"|VERMILION CO
11449|749015-99999|-85.057:39.410|"Franklin County, Indiana"|RICHMOND MUNI
11450|720736-265|-86.207:41.050|"Fulton County, Indiana"|FULTON COUNTY AIRPORT
11451|720330-99999|-87.652:38.330|"Gibson County, Indiana"|MT CARMEL MUNI
11452|744214-99999|-85.655:40.530|"Grant County, Indiana"|MARION MUNI
11453|724375-3893|-86.962:39.050|"Greene County, Indiana"|MONROE COUNTY AIRPORT
11454|720575-173|-86.052:40.090|"Hamilton County, Indiana"|INDIANAPOLIS EXECUTIVE
11455|724356-99999|-85.765:39.810|"Hancock County, Indiana"|SHELBYVILLE MUNI
15368|999999-93821|-86.115:38.210|"Harrison County, Indiana"|LOUISVILLE STANDIFORD F
11456|724384-53842|-86.511:39.770|"Hendricks County, Indiana"|EAGLE CREEK AIRPARK ARP
11457|724385-4828|-85.399:39.930|"Henry County, Indiana"|ANRSN MUNI DRNGTON FLD
11458|724387-54807|-86.119:40.450|"Howard County, Indiana"|KOKOMO MUNICIPAL AIRPOR
11459|725330-14827|-85.489:40.810|"Huntington County, Indiana"|FORT WAYNE INTERNATIONA
11461|749074-99999|-86.057:38.890|"Jackson County, Indiana"|FREEMAN MUNI
11462|744660-99999|-87.103:41.010|"Jasper County, Indiana"|WOLCOTT  IN.
11514|725336-99999|-85.011:40.450|"Jay County, Indiana"|DELAWARE CO JOHNSON
17400|749076-99999|-85.443:38.730|"Jefferson County, Indiana"|MADISON AAF
15367|692644-99999|-85.620:39.010|"Jennings County, Indiana"|MUSCATATUCK TRNG CTR
11464|724356-53866|-86.101:39.490|"Johnson County, Indiana"|SHELBYVILLE MINUCIPAL A
11465|749075-99999|-87.424:38.650|"Knox County, Indiana"|LAWERENCEVILLE IL
11466|720266-99999|-85.864:41.250|"Kosciusko County, Indiana"|WARSAW MUNICIPAL
11830|725383-54827|-85.427:41.650|"Lagrange County, Indiana"|KIRSCH MUNICIPAL AIRPOR
11828|722126-99999|-87.373:41.450|"Lake County, Indiana"|LANSING MUNI
11855|721029-99999|-86.709:41.490|"La Porte County, Indiana"|LA PORTE MUNI
14490|999999-63898|-86.479:38.850|"Lawrence County, Indiana"|BEDFORD 5 WNW
11470|724385-4828|-85.720:40.170|"Madison County, Indiana"|ANRSN MUNI DRNGTON FLD
11471|999999-93819|-86.133:39.770|"Marion County, Indiana"|INDIANAPOLIS WEIR COOK
11472|720736-265|-86.261:41.330|"Marshall County, Indiana"|FULTON COUNTY AIRPORT
18189|720903-441|-86.803:38.690|"Martin County, Indiana"|DAVIESS COUNTY AIRPORT
11473|725335-99999|-86.016:40.770|"Miami County, Indiana"|GRISSOM ARB
14492|724375-3893|-86.502:39.170|"Monroe County, Indiana"|MONROE COUNTY AIRPORT
11474|724386-14835|-86.894:40.050|"Montgomery County, Indiana"|PURDUE UNIVERSITY AIRPO
11475|724380-93819|-86.469:39.490|"Morgan County, Indiana"|INDIANAPOLIS INTERNATIO
11476|744660-388|-87.397:40.970|"Newton County, Indiana"|JASPER COUNTY AIRPORT
11829|720543-99999|-85.424:41.410|"Noble County, Indiana"|AUBURN / DE KALB CO
18849|999999-93814|-84.985:38.970|"Ohio County, Indiana"|CINCINNATI GREATER CINC
18188|999999-63898|-86.495:38.530|"Orange County, Indiana"|BEDFORD 5 WNW
11479|724375-3893|-86.843:39.330|"Owen County, Indiana"|MONROE COUNTY AIRPORT
11480|999999-3868|-87.222:39.770|"Parke County, Indiana"|TERRE HAUTE HULMAN FIEL
14494|724365-99999|-86.622:38.050|"Perry County, Indiana"|HUNTINGBURG
11481|724365-53896|-87.268:38.410|"Pike County, Indiana"|HUNTINGBURG AIRPORT
11482|725327-4846|-87.076:41.450|"Porter County, Indiana"|PORTER COUNTY MUNICIPAL
11483|722074-99999|-87.893:38.010|"Posey County, Indiana"|CARMI MUNI
11485|720593-99999|-86.699:41.050|"Pulaski County, Indiana"|KNOX/STARKE CO
11486|720815-99999|-86.828:39.650|"Putnam County, Indiana"|PUTNAM CO
11487|725336-99999|-85.011:40.170|"Randolph County, Indiana"|DELAWARE CO JOHNSON
18369|692644-99999|-85.255:39.130|"Ripley County, Indiana"|MUSCATATUCK TRNG CTR
11488|724356-99999|-85.465:39.610|"Rush County, Indiana"|SHELBYVILLE MUNI
11490|725350-14848|-86.293:41.610|"St. Joseph County, Indiana"|SOUTH BEND REGIONAL AIR
11491|749074-99999|-85.729:38.690|"Scott County, Indiana"|FREEMAN MUNI
11493|724356-53866|-85.791:39.530|"Shelby County, Indiana"|SHELBYVILLE MINUCIPAL A
11494|724365-53896|-87.017:38.010|"Spencer County, Indiana"|HUNTINGBURG AIRPORT
11495|720593-187|-86.698:41.290|"Starke County, Indiana"|STARKE COUNTY AIRPORT
11496|725414-99999|-85.001:41.650|"Steuben County, Indiana"|BRANCH CO MEM
11497|720319-99999|-87.450:39.090|"Sullivan County, Indiana"|ROBINSON MUNI
14496|749076-99999|-84.994:38.810|"Switzerland County, Indiana"|MADISON AAF
11498|999999-14835|-86.895:40.370|"Tippecanoe County, Indiana"|WEST LAFAYETTE PURDUE U
11500|724387-54807|-86.052:40.330|"Tipton County, Indiana"|KOKOMO MUNICIPAL AIRPOR
18993|749015-99999|-84.925:39.610|"Union County, Indiana"|RICHMOND MUNI
11501|724320-93817|-87.575:38.010|"Vanderburgh County, Indiana"|EVANSVILLE REGIONAL AIR
11502|722172-99999|-87.443:39.890|"Vermillion County, Indiana"|EDGAR CO
11503|724373-3868|-87.410:39.450|"Vigo County, Indiana"|TER HUTE INTL-HULMAN FD
11504|725334-99999|-85.793:40.850|"Wabash County, Indiana"|PERU/GRISSOM RWY 23
11505|722076-99999|-87.312:40.290|"Warren County, Indiana"|VERMILION CO
11506|724325-99999|-87.245:38.050|"Warrick County, Indiana"|RACEWAY
14497|749074-99999|-86.079:38.610|"Washington County, Indiana"|FREEMAN MUNI
11785|749015-99999|-85.016:39.850|"Wayne County, Indiana"|RICHMOND MUNI
11508|999999-14827|-85.259:40.730|"Wells County, Indiana"|FORT WAYNE CITY
11509|744660-388|-86.840:40.730|"White County, Indiana"|JASPER COUNTY AIRPORT
11510|720266-99999|-85.497:41.130|"Whitley County, Indiana"|WARSAW MUNICIPAL
10532|999999-13981|-95.302:37.890|"Allen County, Kansas"|CHANUTE MARTIN JOHNSON
10533|722005-99999|-95.292:38.210|"Anderson County, Kansas"|COFFEY CO
10535|724567-13921|-95.270:39.530|"Atchison County, Kansas"|SHERMAN AAF
13085|724520-3957|-98.680:37.250|"Barber County, Kansas"|MEDICINE LODGE
10536|724517-99999|-98.757:38.490|"Barton County, Kansas"|GREAT BEND MUNI
10537|720436-142|-94.851:37.850|"Bourbon County, Kansas"|ATKINSON MUNICIPAL AIRP
10538|725533-94957|-95.564:39.810|"Brown County, Kansas"|BRENNER FIELD AIRPORT
10540|724504-99999|-96.838:37.770|"Butler County, Kansas"|COL JAMES JABARA
10541|999999-13989|-96.598:38.290|"Chase County, Kansas"|EMPORIA MUNICIPAL AP
10542|720426-141|-96.245:37.170|"Chautauqua County, Kansas"|INDEPENDENT MUNICIPAL A
16227|999999-13987|-94.846:37.170|"Cherokee County, Kansas"|JOPLIN MUNICIPAL AP
10544|720437-99999|-101.731:39.770|"Cheyenne County, Kansas"|CHEYENNE CO MUNI
13086|999999-13985|-99.824:37.250|"Clark County, Kansas"|DODGE CITY MUNICIPAL AR
10545|722819-53989|-97.165:39.370|"Clay County, Kansas"|MULTI PURPOSE RANGE
10546|999999-13984|-97.650:39.490|"Cloud County, Kansas"|CONCORDIA BLOSSER MUNI
10547|722005-99999|-95.733:38.250|"Coffey County, Kansas"|COFFEY CO
13087|724520-3957|-99.273:37.210|"Comanche County, Kansas"|MEDICINE LODGE
10548|724502-99999|-96.839:37.250|"Cowley County, Kansas"|STROTHER FLD
16239|720436-142|-94.853:37.490|"Crawford County, Kansas"|ATKINSON MUNICIPAL AIRP
10550|725625-99999|-100.459:39.770|"Decatur County, Kansas"|MCCOOK RGNL
10551|749094-99999|-97.136:38.890|"Dickinson County, Kansas"|HERINGTON MUNI
10552|999999-13993|-95.099:39.810|"Doniphan County, Kansas"|ST JOSEPH WBO
10553|724508-3997|-95.279:38.890|"Douglas County, Kansas"|LAWRENCE MUNICIPAL AIRP
10554|720431-99999|-99.292:37.930|"Edwards County, Kansas"|LARNED PAWNEE CO
10555|720426-99999|-96.243:37.450|"Elk County, Kansas"|INDEPENDENCE MUNICIPAL
10556|724518-3968|-99.318:38.930|"Ellis County, Kansas"|HAYS REGIONAL AIRPORT
10557|999999-3877|-98.205:38.690|"Ellsworth County, Kansas"|SMOKY HILL AF
10558|724515-23064|-100.665:38.010|"Finney County, Kansas"|GARDEN CITY REGIONAL AR
10559|999999-13985|-99.892:37.690|"Ford County, Kansas"|DODGE CITY MUNICIPAL AR
16236|999999-93909|-95.283:38.570|"Franklin County, Kansas"|OLATHE JOHNSON CO INDUS
10561|724550-13947|-96.732:39.050|"Geary County, Kansas"|MARSHALL ARMY AIRFIELD
10563|720434-99999|-100.483:38.930|"Gove County, Kansas"|OAKLEY MUNI
10564|724655-93990|-99.883:39.370|"Graham County, Kansas"|HILL CITY MUNICIPAL ARP
10565|720439-99999|-101.308:37.570|"Grant County, Kansas"|ULYSSES
10566|724515-99999|-100.440:37.730|"Gray County, Kansas"|GARDEN CITY RGNL
10567|999999-3078|-101.806:38.490|"Greeley County, Kansas"|EADS 16 ENE
10568|724556-13989|-96.242:37.890|"Greenwood County, Kansas"|EMPORIA MUNICIPAL AIRPO
10569|720417-99999|-101.786:38.010|"Hamilton County, Kansas"|JOHNSON (STANTON CO MUN
13088|999999-13980|-98.076:37.210|"Harper County, Kansas"|ANTHONY
10570|724509-53939|-97.427:38.050|"Harvey County, Kansas"|NEWTON-CITY-COUNTY AIRP
10571|724515-99999|-100.871:37.570|"Haskell County, Kansas"|GARDEN CITY RGNL
10572|999999-13985|-99.898:38.090|"Hodgeman County, Kansas"|DODGE CITY MUNICIPAL AR
10573|999999-13996|-95.800:39.450|"Jackson County, Kansas"|TOPEKA MUNICIPAL AP
16238|724560-13996|-95.389:39.210|"Jefferson County, Kansas"|PHILIP BILLARD MUNICIPA
10575|724580-13984|-98.218:39.770|"Jewell County, Kansas"|BLOSSER MUNICIPAL AIRPO
16572|724475-99999|-94.832:38.890|"Johnson County, Kansas"|JOHNSON CO. INDUSTR
10577|720439-99999|-101.316:38.010|"Kearny County, Kansas"|ULYSSES
13089|999999-13980|-98.136:37.570|"Kingman County, Kansas"|ANTHONY
10578|745430-99999|-99.286:37.570|"Kiowa County, Kansas"|PRATT MUNICIPAL
10579|745431-3998|-95.298:37.210|"Labette County, Kansas"|TRI-CITY AIRPORT
10580|720438-99999|-100.466:38.490|"Lane County, Kansas"|SCOTT CITY MUNI
19653|724567-13921|-94.982:39.170|"Leavenworth County, Kansas"|SHERMAN AAF
10581|724585-93997|-98.209:39.050|"Lincoln County, Kansas"|RUSSELL MUNICIPAL AIRPO
15293|999999-93995|-94.845:38.210|"Linn County, Kansas"|BUTLER FAA AP
10582|999999-3067|-101.148:38.930|"Logan County, Kansas"|OAKLEY 19 SSW
10583|724556-99999|-96.151:38.450|"Lyon County, Kansas"|EMPORIA MUNI
10584|999999-3877|-97.648:38.410|"McPherson County, Kansas"|SMOKY HILL AF
10585|724509-53939|-97.096:38.330|"Marion County, Kansas"|NEWTON-CITY-COUNTY AIRP
10586|725515-99999|-96.523:39.770|"Marshall County, Kansas"|BEATRICE MUNI
13090|724516-99999|-100.371:37.250|"Meade County, Kansas"|LIBERAL MUNI
15294|999999-93909|-94.837:38.570|"Miami County, Kansas"|OLATHE JOHNSON CO INDUS
10587|724580-13984|-98.209:39.410|"Mitchell County, Kansas"|BLOSSER MUNICIPAL AIRPO
10588|749099-99999|-95.741:37.210|"Montgomery County, Kansas"|INDEPENDENCE KANSAS AAF
10589|749094-99999|-96.642:38.690|"Morris County, Kansas"|HERINGTON MUNI
10591|724604-99999|-101.799:37.210|"Morton County, Kansas"|ELKHART MORTON CO
10592|725533-99999|-96.014:39.770|"Nemaha County, Kansas"|FALLS CITY/BRENNER
10593|999999-13981|-95.307:37.570|"Neosho County, Kansas"|CHANUTE MARTIN JOHNSON
10594|724518-99999|-99.916:38.490|"Ness County, Kansas"|HAYS RGNL
10595|720433-99999|-99.903:39.770|"Norton County, Kansas"|NORTON MUNI
10596|999999-13990|-95.725:38.650|"Osage County, Kansas"|LEBO CAA AIRPORT
10597|724585-93997|-98.768:39.370|"Osborne County, Kansas"|RUSSELL MUNICIPAL AIRPO
10598|999999-3919|-97.651:39.130|"Ottawa County, Kansas"|SALINA (OLD) MUNI AP
10599|720431-99999|-99.249:38.170|"Pawnee County, Kansas"|LARNED PAWNEE CO
10600|720433-99999|-99.347:39.770|"Phillips County, Kansas"|NORTON MUNI
10601|999999-53974|-96.381:39.330|"Pottawatomie County, Kansas"|MANHATTAN 6 SSW
10602|745430-99999|-98.740:37.650|"Pratt County, Kansas"|PRATT MUNICIPAL
16614|999999-3037|-101.076:39.770|"Rawlins County, Kansas"|SHALTZ FIELD AIRPORT
10605|999999-93905|-98.086:37.970|"Reno County, Kansas"|HUTCHINSON NAS
10606|999999-13984|-97.651:39.810|"Republic County, Kansas"|CONCORDIA BLOSSER MUNI
10607|720781-99999|-98.201:38.330|"Rice County, Kansas"|LYONS RICE CO MUNI
10755|724555-3936|-96.675:39.290|"Riley County, Kansas"|MANHATTAN REGIONAL AIRP
10608|724655-93990|-99.325:39.370|"Rooks County, Kansas"|HILL CITY MUNICIPAL ARP
10609|724518-99999|-99.309:38.530|"Rush County, Kansas"|HAYS RGNL
10610|724585-93997|-98.763:38.930|"Russell County, Kansas"|RUSSELL MUNICIPAL AIRPO
10611|724586-13922|-97.650:38.770|"Saline County, Kansas"|SALINA MUNI
10612|720438-99999|-100.906:38.490|"Scott County, Kansas"|SCOTT CITY MUNI
10613|724500-3928|-97.480:37.690|"Sedgwick County, Kansas"|WICHITA EISENHOWER NATI
13091|724516-23020|-100.851:37.210|"Seward County, Kansas"|LIBERAL MUNICIPAL AIRPO
10614|999999-13996|-95.770:39.050|"Shawnee County, Kansas"|TOPEKA MUNICIPAL AP
10615|720434-99999|-100.442:39.370|"Sheridan County, Kansas"|OAKLEY MUNI
10616|724650-23065|-101.719:39.370|"Sherman County, Kansas"|RENNER FIELD/GOODLAND M
10618|720431-99999|-98.747:38.050|"Stafford County, Kansas"|LARNED PAWNEE CO
10619|720417-99999|-101.784:37.570|"Stanton County, Kansas"|JOHNSON (STANTON CO MUN
17368|720425-99999|-101.312:37.210|"Stevens County, Kansas"|HUGOTON MUNI
13095|724502-13932|-97.478:37.250|"Sumner County, Kansas"|STROTHER FIELD AIRPORT
10620|999999-3037|-101.056:39.370|"Thomas County, Kansas"|SHALTZ FIELD AIRPORT
10621|999999-93990|-99.873:38.930|"Trego County, Kansas"|HILL CITY MUNICIPAL AP
10622|999999-53974|-96.224:38.970|"Wabaunsee County, Kansas"|MANHATTAN 6 SSW
10623|999999-23065|-101.763:38.930|"Wallace County, Kansas"|GOODLAND RENNER FIELD
10624|999999-13984|-97.087:39.770|"Washington County, Kansas"|CONCORDIA BLOSSER MUNI
10625|720438-99999|-101.346:38.490|"Wichita County, Kansas"|SCOTT CITY MUNI
10626|724507-13981|-95.744:37.570|"Wilson County, Kansas"|CHANUTE MARTIN JOHNSON
10627|724507-13981|-95.740:37.890|"Woodson County, Kansas"|CHANUTE MARTIN JOHNSON
19654|999999-13988|-94.749:39.090|"Wyandotte County, Kansas"|KANSAS CITY MUNICIPAL A
14684|720445-99999|-85.285:37.130|"Adair County, Kentucky"|CAMPBELLVILLE / TAYLOR
14685|746716-93808|-86.184:36.770|"Allen County, Kentucky"|BOW GRN-WARREN CO. RGNL
14688|720456-146|-83.722:38.130|"Bath County, Kentucky"|MOUNT STERLING MONTGOME
14689|724236-3889|-83.264:37.530|"Breathitt County, Kentucky"|JACKSON CARROLL ARPT
14691|749077-99999|-87.887:37.170|"Caldwell County, Kentucky"|STURGIS MUNI
14692|720449-99999|-83.057:38.330|"Carter County, Kentucky"|ASHLAND RGNL
14693|720448-144|-84.936:37.330|"Casey County, Kentucky"|STUART POWELL FIELD AIR
14694|746710-99999|-87.496:36.890|"Christian County, Kentucky"|FORT CAMPBELL (AAF)
14695|720456-99999|-84.158:37.970|"Clark County, Kentucky"|MT STERLING MONTGOMERY
14696|999999-3849|-83.737:37.130|"Clay County, Kentucky"|LONDON-CORBIN AP
14697|720379-63882|-85.135:36.770|"Clinton County, Kentucky"|WAYNE COUNTY AIRPORT
14698|749077-99999|-88.080:37.330|"Crittenden County, Kentucky"|STURGIS MUNI
14699|720379-63882|-85.408:36.770|"Cumberland County, Kentucky"|WAYNE COUNTY AIRPORT
14701|724250-3860|-83.080:38.130|"Elliott County, Kentucky"|TRI-STATE/M.J.FERGUS
14703|720452-99999|-83.719:38.330|"Fleming County, Kentucky"|FLEMING/MASON AIRPORT
15004|999999-63820|-89.203:36.570|"Fulton County, Kentucky"|EVERETT-STEWART AIRPORT
15005|720447-437|-88.652:36.730|"Graves County, Kentucky"|KYLE OAKLEY FIELD AIRPO
14704|999999-63849|-86.344:37.490|"Grayson County, Kentucky"|BOWLING GREEN 21 NNE
14705|724220-93820|-84.330:38.410|"Harrison County, Kentucky"|BLUE GRASS AIRPORT
14707|724238-53886|-87.599:37.810|"Henderson County, Kentucky"|HENDERSON CITY-COUNTY A
14708|999999-421|-87.574:37.330|"Hopkins County, Kentucky"|MADISONVILLE MUNICIPAL
14710|724235-99999|-85.676:38.170|"Jefferson County, Kentucky"|BOWMAN FLD
14711|720452-99999|-83.334:38.530|"Lewis County, Kentucky"|FLEMING/MASON AIRPORT
14712|720170-63851|-88.377:37.210|"Livingston County, Kentucky"|METROPOLIS MUNICIPAL AI
14713|746716-93808|-86.836:36.850|"Logan County, Kentucky"|BOW GRN-WARREN CO. RGNL
17914|720455-145|-84.300:37.730|"Madison County, Kentucky"|MADISON AIRPORT
14715|720445-99999|-85.276:37.570|"Marion County, Kentucky"|CAMPBELLVILLE / TAYLOR
14716|720452-99999|-83.808:38.610|"Mason County, Kentucky"|FLEMING/MASON AIRPORT
14717|722322-361|-85.609:37.010|"Metcalfe County, Kentucky"|GLASGOW MUNICIPAL AIRPO
14718|722322-361|-85.707:36.730|"Monroe County, Kentucky"|GLASGOW MUNICIPAL AIRPO
14719|720456-99999|-83.918:38.050|"Montgomery County, Kentucky"|MT STERLING MONTGOMERY
14720|720446-99999|-85.447:37.770|"Nelson County, Kentucky"|SAMUELS FLD / BARDSTOWN
14721|724237-99999|-86.857:37.490|"Ohio County, Kentucky"|OWENSBORO DAVIESS C
14722|724235-13810|-85.460:38.410|"Oldham County, Kentucky"|BOWMAN FIELD AIRPORT
14723|724131-99999|-82.349:37.490|"Pike County, Kentucky"|PIKEVILLE (RAMOS)
14724|724354-63815|-84.593:37.130|"Pulaski County, Kentucky"|SOMERSET-PULASKI CO-J.T
14725|720379-63882|-85.055:37.010|"Russell County, Kentucky"|WAYNE COUNTY AIRPORT
14726|999999-63838|-84.571:38.290|"Scott County, Kentucky"|VERSAILLES 3 NNW
14727|724233-53841|-85.213:38.210|"Shelby County, Kentucky"|CAPITAL CITY AIRPORT
14728|746716-93808|-86.582:36.770|"Simpson County, Kentucky"|BOW GRN-WARREN CO. RGNL
14729|723280-3894|-87.193:36.850|"Todd County, Kentucky"|OUTLAW FIELD AIRPORT
14731|746716-93808|-86.394:36.970|"Warren County, Kentucky"|BOW GRN-WARREN CO. RGNL
14732|720446-99999|-85.201:37.770|"Washington County, Kentucky"|SAMUELS FLD / BARDSTOWN
14733|720379-63882|-84.818:36.810|"Wayne County, Kentucky"|WAYNE COUNTY AIRPORT
14734|724233-99999|-84.948:38.130|"Anderson and Franklin Counties, Kentucky"|CAPITAL CITY ARPT
15653|746715-3816|-88.833:37.090|"Ballard and McCracken Counties, Kentucky"|PADUCAH BARKLEY FIELD
14735|999999-93814|-84.565:38.970|"Boone, Campbell, and Kenton Counties, Kentucky"|CINCINNATI GREATER CINC
14737|720456-146|-84.138:38.250|"Bourbon and Nicholas Counties, Kentucky"|MOUNT STERLING MONTGOME
14738|720449-99999|-82.870:38.490|"Boyd and Greenup Counties, Kentucky"|ASHLAND RGNL
14739|720448-99999|-84.846:37.770|"Boyle and Mercer Counties, Kentucky"|STUART POWELL FLD
14740|724240-99999|-86.327:37.890|"Breckinridge and Meade Counties, Kentucky"|FORT KNOX/GODMAN
14741|720446-99999|-85.520:37.970|"Bullitt and Spencer Counties, Kentucky"|SAMUELS FLD / BARDSTOWN
15008|720447-437|-88.261:36.770|"Calloway and Marshall Counties, Kentucky"|KYLE OAKLEY FIELD AIRPO
15009|999999-63820|-89.007:36.730|"Carlisle and Hickman Counties, Kentucky"|EVERETT-STEWART AIRPORT
14743|724233-53841|-84.957:38.610|"Carroll, Gallatin, and Owen Counties, Kentucky"|CAPITAL CITY AIRPORT
14744|724237-53803|-87.016:37.770|"Daviess and Hancock Counties, Kentucky"|OWENSBORO-DAVIESS COUNT
14746|720455-99999|-83.825:37.690|"Estill and Lee Counties, Kentucky"|MADISON / RICHMOND
14747|720448-99999|-84.604:37.530|"Garrard and Lincoln Counties, Kentucky"|STUART POWELL FLD
14748|999999-93814|-84.490:38.690|"Grant and Pendleton Counties, Kentucky"|CINCINNATI GREATER CINC
14749|720445-99999|-85.386:37.290|"Green and Taylor Counties, Kentucky"|CAMPBELLVILLE / TAYLOR
14750|720451-99999|-85.872:37.730|"Hardin and Larue Counties, Kentucky"|ADDINGTON FLD
14751|749076-99999|-85.162:38.530|"Henry and Trimble Counties, Kentucky"|MADISON AAF
14752|999999-3849|-83.863:37.410|"Jackson and Owsley Counties, Kentucky"|LONDON-CORBIN AP
14753|999999-93820|-84.650:37.970|"Jessamine and Woodford Counties, Kentucky"|LEXINGTON BLUEGRASS FIE
14754|724133-99999|-82.860:37.250|"Knott and Letcher Counties, Kentucky"|PIKEVILLE REMOTE AUTOMA
14755|720353-99999|-83.871:36.810|"Knox and Eastern Part of Whitley Counties, Kentucky"|MIDDLESBORO BELL CO
14756|724243-3849|-84.183:37.250|"Laurel and Rockcastle Counties, Kentucky"|LDON-CRBN APT-MGEE FLD
14757|720447-437|-87.950:36.890|"Lyon and Trigg Counties, Kentucky"|KYLE OAKLEY FIELD AIRPO
15378|720465-99999|-84.442:36.770|"McCreary-Whitley Area, Kentucky"|WILLIAMSBURG (WHITLEY C
14759|720443-99999|-87.190:37.370|"McLean and Muhlenberg Counties, Kentucky"|MADISONVILLE MUNI
14761|720958-99999|-83.277:37.170|"Leslie and Perry Counties, Kentucky"|TUCKER GUTHRIE MEM
14762|724236-3889|-83.635:37.770|"Powell and Wolfe Counties, Kentucky"|JACKSON CARROLL ARPT
14763|749077-99999|-87.768:37.610|"Union and Webster Counties, Kentucky"|STURGIS MUNI
14764|720452-99999|-84.070:38.610|"Bracken and Robertson Counties, Kentucky"|FLEMING/MASON AIRPORT
14765|A06773-334|-83.406:36.810|"Bell and Harlan Counties, Kentucky"|TUCKER GUTHRIE MEMORIAL
14766|720458-476|-82.784:37.650|"Floyd and Johnson Counties, Kentucky"|BIG SANDY REGIONAL AIRP
14767|720458-476|-82.668:37.970|"Lawrence and Martin Counties, Kentucky"|BIG SANDY REGIONAL AIRP
14768|724236-3889|-83.192:37.810|"Magoffin and Morgan Counties, Kentucky"|JACKSON CARROLL ARPT
17926|724220-93820|-84.472:38.010|"Fayette County Area, Part of Fayette County, Kentucky"|BLUE GRASS AIRPORT
18362|720456-99999|-83.488:38.090|"Menifee and Rowan Counties, Kentucky"|MT STERLING MONTGOMERY
20794|722322-99999|-85.958:36.930|"Barren County Area, Kentucky"|GLASGOW MUNI
20803|999999-63849|-85.906:37.290|"Hart County Area, Kentucky"|BOWLING GREEN 21 NNE
20355|999999-63849|-86.146:37.170|"Mammoth Cave National Park, Kentucky"|BOWLING GREEN 21 NNE
20791|999999-63849|-86.504:37.210|"Butler and Edmonson Counties Area, Kentucky"|BOWLING GREEN 21 NNE
13180|725257-99999|-92.387:30.250|"Acadia Parish, Louisiana"|JENNINGS
18734|720346-53991|-92.857:30.650|"Allen Parish, Louisiana"|ALLEN PARISH AIRPORT
17470|721046-99999|-90.870:30.210|"Ascension Parish, Louisiana"|LOUISIANA RGNL ARPT / G
18084|722328-99999|-91.073:29.850|"Assumption Parish, Louisiana"|AMELIA / LAKE PALOURD
19433|722821-99999|-91.979:31.090|"Avoyelles Parish, Louisiana"|FULLERTON LANDING ST
19575|749098-99999|-93.359:30.650|"Beauregard Parish, Louisiana"|DE RIDDER LOUISIANA AAB
19562|720739-268|-93.101:32.370|"Bienville Parish, Louisiana"|MINDEN AIRPORT
15015|722485-99999|-93.608:32.610|"Bossier Parish, Louisiana"|BARKSDALE AFB
15440|722484-53905|-93.753:32.610|"Caddo Parish, Louisiana"|SHREVEPORT DOWNTOWN ARP
18071|998264-99999|-93.327:30.250|"Calcasieu Parish, Louisiana"|LAKE CHARLES
19574|999999-13942|-92.090:32.090|"Caldwell Parish, Louisiana"|MONROE SELMAN FIELD
