areasymbol,lkey,areaname,mlraoffice,longitude,latitude,mbrminx,mbrminy,mbrmaxx,mbrmaxy
CO073,10649,"Lincoln County, Colorado","Denver, CO",-103.60494930471799,39.04154817422595,-104.055495220217,38.5165809140278,-103.154403389219,39.5665154344241
CO075,10650,"Logan County, Colorado","Denver, CO",-103.1162753084095,40.71890340526545,-103.581726795775,40.4353798324844,-102.650823821044,41.0024269780465
CO087,10651,"Morgan County, Colorado","Denver, CO",-103.807653418536,40.26267346236505,-104.150818272546,40.0009357236123,-103.46448856452601,40.5244112011178
CO089,10653,"Otero County, Colorado","Denver, CO",-103.729244869201,37.95448702249245,-104.059918581958,37.643748851668605,-103.39857115644399,38.2652251933163
CO095,10654,"Phillips County, Colorado","Denver, CO",-102.3583782905645,40.59426234608555,-102.66544939391399,40.438542542037,-102.051307187215,40.7499821501341
CO099,10655,"Prowers County, Colorado","Denver, CO",-102.39478873225849,37.95617327154065,-102.74797734261499,37.643555436441005,-102.04160012190201,38.26879110664029
CO115,10656,"Sedgwick County, Colorado","Denver, CO",-102.3522323664745,40.8756386139694,-102.653089485828,40.7488204037068,-102.05137524712099,41.002456824232
CO121,10657,"Washington County, Colorado","Denver, CO",-103.24327687534151,40.002167126308905,-103.70657904258002,39.5658110063602,-102.77997470810301,40.4385232462576
CO125,10658,"Yuma County, Colorado","Denver, CO",-102.426757939578,40.0040443876523,-102.80368405134199,39.5677687310457,-102.049831827814,40.4403200442589
CO617,10659,"Weld County, Colorado, Northern Part","Denver, CO",-104.25839562030751,40.7618831679763,-104.94372297482501,40.521816025283606,-103.57306826579,41.001950310668995
CO618,10660,"Weld County, Colorado, Southern Part","Denver, CO",-104.60202027950149,40.3207897009966,-105.05665735468399,40.0002778866447,-104.147383204319,40.6413015153485
CO622,14362,"Castle Rock Area, Colorado","Bozeman, MT",-104.89285738803099,39.34795991864959,-105.125010017184,39.129473418811294,-104.660704758878,39.5664464184879
CO623,14363,"Elbert County, Colorado, Western Part","Bozeman, MT",-104.3547064336385,39.3471162553482,-104.662795182181,39.1281481295262,-104.046617685096,39.5660843811702
CO624,10661,"Elbert County, Colorado, Eastern Part","Denver, CO",-103.88479598535551,39.21647833750245,-104.055492202106,38.866456356101395,-103.71409976860501,39.5665003189035
CO625,10662,"El Paso County Area, Colorado","Bozeman, MT",-104.4966456429015,38.82464359158845,-104.94238999349899,38.5195269085694,-104.050901292304,39.1297602746075
CO626,10663,"Pueblo Area, Colorado, Parts of Pueblo and Custer Counties","Denver, CO",-104.606437391763,38.12826342545655,-105.158755270415,37.7342479042928,-104.054119513111,38.5222789466203
CO627,14364,"Huerfano County Area, Colorado","Bozeman, MT",-104.91168170218302,37.67016498977365,-105.47234056957701,37.3316835563004,-104.351022834789,38.0086464232469
CO628,10664,"Las Animas County Area, Colorado, Parts of Huerfano and Las Animas Counties","Denver, CO",-104.1149473342295,37.405095404809856,-105.15521933550501,36.992700214322205,-103.074675332954,37.8174905952975
CO630,14365,"Conejos County Area, Colorado","Bozeman, MT",-106.067098293401,37.19794932133275,-106.41619583788,36.9947766000525,-105.71800074892201,37.401122042613004
CO631,14366,"Rio Grande County Area, Colorado","Bozeman, MT",-106.349264839788,37.5745796929462,-106.66013538051,37.4007909518241,-106.03839429906601,37.7483684340683
CO632,14367,"Alamosa Area, Colorado","Bozeman, MT",-105.76886900016049,37.554091244678006,-106.039550307952,37.3561404015185,-105.498187692369,37.7520420878375
CO633,14368,"Saguache County Area, Colorado","Bozeman, MT",-106.02549649669899,38.092208592934355,-106.552894306865,37.748138102413705,-105.498098686533,38.436279083455
CO634,14369,"Sangre de Cristo Area, Colorado, Parts of Alamosa, Custer, Fremont, Huerfano, and Saguache Counties","Bozeman, MT",-105.69106861543301,38.002076984928905,-106.06429630367201,37.5262203328491,-105.317840927194,38.477933637008704
CO635,14370,"Custer County Area, Colorado","Bozeman, MT",-105.382914404508,38.07900327223695,-105.681007162255,37.892978802909205,-105.084821646761,38.2650277415647
CO636,14371,"Wet Mountains and Spanish Peaks Area, Colorado, Parts of Custer, Fremont, Huerfano, Las Animas, and Pueblo Counties","Bozeman, MT",-105.11472005577701,37.8031061055663,-105.34167142846901,37.218518453070295,-104.887768683085,38.3876937580623
CO637,14372,"Fremont County Area, Colorado","Bozeman, MT",-105.455409192429,38.477637971005805,-105.970720042631,38.257645831017,-104.940098342227,38.6976301109946
CO638,14459,"Teller-Park Area, Colorado, Parts of Park and Teller Counties","Bozeman, MT",-105.51549561041548,39.02701640783445,-106.088834738918,38.6475691895009,-104.94215648191299,39.406463626168
CO640,14374,"Pike National Forest, Eastern Part, Colorado, Parts of Douglas, El Paso, Jefferson, and Teller Counties","Bozeman, MT",-105.113660613648,39.08692124878425,-105.35938065278098,38.6949598331834,-104.867940574515,39.4788826643851
CO641,14375,"Golden Area, Colorado, Parts of Denver, Douglas, Jefferson, and Park Counties","Bozeman, MT",-105.2224298078215,39.658185428525904,-105.549608189978,39.4020586277971,-104.895251425665,39.914312229254705
CO642,19948,"Estes Park Area, Colorado, Parts of Boulder and Larimer Counties","Bozeman, MT",-105.523441742836,40.3364395130427,-105.591752006128,40.2500126855346,-105.455131479544,40.4228663405508
CO643,14376,"Boulder County Area, Colorado","Bozeman, MT",-105.241223189012,40.08867321906715,-105.429655470948,39.9131805554605,-105.052790907076,40.2641658826738
CO644,14377,"Larimer County Area, Colorado","Bozeman, MT",-105.5164148316815,40.6297953908924,-106.08989828714701,40.261209425486896,-104.942931376216,40.9983813562979
CO645,16551,"Arapaho-Roosevelt National Forest Area, Colorado, Parts of Boulder, Clear Creek, Gilpin, Grand, Park and Larimer Counties","Bozeman, MT",-105.78189321197699,40.26958968460539,-106.29476845338499,39.541625212314294,-105.269017970569,40.9975541568965
CO646,14379,"Jackson County Area, Colorado","Bozeman, MT",-106.22566079226249,40.683693039581755,-106.59956569687999,40.3651843437267,-105.851755887645,41.0022017354368
CO647,14380,"Routt National Forest Area, Colorado, Parts of Grand, Jackson, Moffat, and Routt Counties","Bozeman, MT",-106.7970353913415,40.502928186850596,-107.466929685905,40.002034960756895,-106.12714109677799,41.0038214129443
CO648,14381,"Routt Area, Colorado, Parts of Rio Blanco and Routt Counties","Bozeman, MT",-107.05099697716,40.461281511303696,-107.476676591352,39.9187416098975,-106.625317362968,41.0038214127099
CO649,14382,"Grand County Area, Colorado","Bozeman, MT",-106.16406772125751,40.0478659841609,-106.626736424349,39.6840573862253,-105.70139901816601,40.4116745820965
CO650,14383,"Willow Creek Pass Area, Colorado, Parts of Grand and Jackson Counties","Bozeman, MT",-106.1673228080705,40.32829469785115,-106.480138282085,40.1301167176309,-105.854507334056,40.5264726780714
CO651,14384,"Rocky Mountain National Park, Colorado, Parts of Boulder, Grand, and Larimer Counties","Bozeman, MT",-105.7031787193095,40.355934387846006,-105.912506079064,40.158072739086705,-105.493851359555,40.5537960366053
CO653,14385,"Georgetown Area, Colorado, Parts of Clear Creek, Gilpin, and Park Counties","Bozeman, MT",-105.59896028115901,39.72625327375475,-105.79998796906601,39.5548800332761,-105.397932593252,39.8976265142334
CO654,18095,"Holy Cross Area, Colorado, Parts of Eagle, Garfield, Mesa, Pitkin, and Summit Counties","Bozeman, MT",-107.1026099007645,39.45128019609055,-108.158184076737,38.9777457271945,-106.04703572479201,39.9248146649866
CO655,14387,"Aspen-Gypsum Area, Colorado, Parts of Eagle, Garfield, and Pitkin Counties","Bozeman, MT",-106.888041506082,39.5420979652012,-107.380999030631,39.159432735665604,-106.39508398153299,39.9247631947368
CO657,14388,"Pike and San Isabel NF, Colorado, Northern Part, Parts of Chaffee, Clear Creek, Fremont, Jefferson, Lake, Park, and Saguache Counties","Bozeman, MT",-105.8953390311905,39.1237551626285,-106.600396320229,38.32817345547139,-105.19028174215201,39.9193368697856
CO658,14390,"Chaffee-Lake Area, Colorado, Parts of Chaffee and Lake Counties","Bozeman, MT",-106.1638958536355,38.91179392605879,-106.40358704414301,38.463036971902795,-105.924204663128,39.360550880214795
CO660,14391,"Grand Mesa - West Elk Area, Colorado, Parts of Delta, Garfield, Gunnison, Mesa, and Montrose Counties","Bozeman, MT",-107.5536393518525,38.928089094418,-108.26807552283,38.4747264673318,-106.83920318087499,39.3814517215042
CO661,14392,"Taylor River Area, Colorado, Northeastern Part of Gunnison County","Bozeman, MT",-106.8043598684,38.83100036063365,-107.288122481851,38.5431402874043,-106.32059725494899,39.118860433863
CO662,14393,"Gunnison Area, Colorado, Parts of Gunnison, Hinsdale, and Saguache Counties","Bozeman, MT",-106.99349650026801,38.460347149178205,-107.480278938967,37.9928507590653,-106.506714061569,38.9278435392911
CO663,14394,"Cochetopa Area, Colorado, Parts of Gunnison, Hinsdale, and Saguache Counties","Bozeman, MT",-106.751401062137,38.2659100311247,-107.26560387845501,37.926012613841294,-106.237198245819,38.6058074484081
CO664,20814,"Rio Grande NF Area, Colorado, West Part, Parts of Archuleta, Conejos, Hinsdale, Mineral, Rio Grande, Saguache, and San Juan Counties","Bozeman, MT",-106.78502756435451,37.70401241813265,-107.559247979976,36.9938880656897,-106.01080714873301,38.4141367705756
CO666,14396,"Piedra Area, Colorado, Parts of Archuleta, Hinsdale, La Plata, Mineral, and Rio Grande Counties","Bozeman, MT",-107.099975425895,37.3442715941302,-107.578363207665,37.0474743310711,-106.621587644125,37.641068857189296
CO668,14398,"Archuleta County Area, Colorado","Bozeman, MT",-106.9795753762755,37.163576402516696,-107.482174284167,36.9922782155486,-106.476976468384,37.3348745894848
CO669,10246,"La Plata County Area, Colorado","Bozeman, MT",-107.89540565563249,37.3127254343198,-108.30956440673799,36.9995820655117,-107.481246904527,37.6258688031279
CO670,10247,"Ute Mountain Area, Colorado and New Mexico","Phoenix, AZ",-108.647744625,37.088525540000106,-109.04643751299999,36.849879902000104,-108.249051737,37.3271711780001
CO671,10248,"Cortez Area, Colorado, Parts of Dolores and Montezuma Counties","Bozeman, MT",-108.62318171004699,37.51867021676355,-109.045841231243,37.1562182247335,-108.200522188851,37.8811222087936
CO672,14399,"Animas-Dolores Area, Colorado, Parts of Archuleta, Dolores, Hinsdale, La Plata, Montezuma, San Juan, and San Miguel Counties","Bozeman, MT",-108.0726959369645,37.6513813999919,-108.87666711683599,37.3378229657689,-107.268724757093,37.964939834214896
CO674,14400,"Ouray Area, Colorado, Parts of Gunnison, Hinsdale, Ouray, San Juan, and San Miguel Counties","Bozeman, MT",-107.770748911314,38.0274596158023,-108.296253940464,37.7735747269806,-107.245243882164,38.281344504624
CO675,14401,"San Miguel Area, Colorado, Parts of Dolores, Montrose, and San Miguel Counties","Bozeman, MT",-108.47593503832601,38.08088915720225,-109.06029627116301,37.661558236058795,-107.891573805489,38.500220078345706
CO676,14402,"Uncompahgre National Forest Area, Colorado, Parts of Mesa, Montrose, Ouray, and San Miguel Counties","Bozeman, MT",-108.4010678021045,38.421962386923,-108.87527228338101,38.0579102112559,-107.926863320828,38.786014562590104
CO677,14403,"Ridgway Area, Colorado, Parts of Delta, Gunnison, Montrose, and Ouray Counties","Bozeman, MT",-107.9274101745025,38.42242141357845,-108.388017526416,38.0567302344884,-107.466802822589,38.7881125926685
CO679,14404,"Paonia Area, Colorado, Parts of Delta, Gunnison, and Montrose Counties","Bozeman, MT",-107.82737399684999,38.8102563651658,-108.37887652015199,38.4805294075336,-107.275871473548,39.139983322798
CO680,14406,"Mesa County Area, Colorado","Bozeman, MT",-108.6446478465385,38.93305936703935,-109.059847354947,38.4994135844405,-108.22944833813,39.36670514963821
CO682,14407,"Douglas-Plateau Area, Colorado, Parts of Garfield and Mesa Counties","Bozeman, MT",-108.3753457652815,39.368005734803,-109.05178122454399,39.0406863590141,-107.698910306019,39.695325110591895
CO683,14408,"Rifle Area, Colorado, Parts of Garfield and Mesa Counties","Bozeman, MT",-107.716276385682,39.58332536212465,-108.164827109664,39.341826921981394,-107.2677256617,39.8248238022679
CO684,14409,"Flat Tops Area, Colorado, Parts of Eagle, Garfield, Moffat, Rio Blanco, and Routt Counties","Bozeman, MT",-107.430290165025,39.906712535919254,-107.885181461046,39.5407892554774,-106.975398869004,40.2726358163611
CO685,14410,"Rio Blanco County Area, Colorado","Bozeman, MT",-108.25868561999451,39.93709730296765,-109.051377407073,39.649795496188204,-107.465993832916,40.2243991097471
CO686,14411,"Moffat County Area, Colorado","Bozeman, MT",-108.1824905785565,40.61169878378455,-109.051161080235,40.220297019675,-107.31382007687799,41.0031005478941
CO690,14413,"Summit County Area, Colorado","Bozeman, MT",-106.162269436954,39.6370734410441,-106.395053502239,39.3596939264326,-105.929485371669,39.914452955655605
CO692,14414,"Dinosaur National Monument, Colorado and Utah","Bozeman, MT",-108.919669351241,40.56999540972895,-109.337398626424,40.3935451571577,-108.501940076058,40.746445662300204
CT600,12330,State of Connecticut,"Amherst, MA",-72.75747802782125,41.50060620371241,-73.7277313341023,40.95073929835971,-71.7872247215402,42.0504731090651
DC001,10972,District of Columbia,"Raleigh, NC",-77.01444333180015,38.89386512608161,-77.119781933698,38.7917680700732,-76.9091047299023,38.995962182090004
DE001,11061,"Kent County, Delaware","Raleigh, NC",-75.44888899120085,39.108723250495345,-75.7599812725452,38.829860188229496,-75.1377967098565,39.3875863127612
DE003,11063,"New Castle County, Delaware","Raleigh, NC",-75.597079031388,39.564908701078906,-75.7887751531282,39.2902893168797,-75.4053829096478,39.839528085278104
DE005,11064,"Sussex County, Delaware","Raleigh, NC",-75.3613787679059,38.7269807000741,-75.72275636203209,38.4510393212961,-75.00000117377971,39.0029220788521
FL001,12639,"Alachua County, Florida","Auburn, AL",-82.3539914008233,29.681197013873447,-82.6582555992699,29.417038748060698,-82.0497272023767,29.945355279686197
FL003,18204,"Baker County, Florida","Raleigh, NC",-82.25438053941375,30.36022788990725,-82.45956242007709,30.136366422765,-82.04919865875041,30.5840893570495
FL005,12640,"Bay County, Florida","Auburn, AL",-85.69010546546156,30.2457748476362,-85.995983255883,29.9240851078082,-85.3842276750401,30.567464587464197
FL007,15730,"Bradford County, Florida","Raleigh, NC",-82.23248318553185,29.9307048116489,-82.4189055817748,29.718302209175402,-82.0460607892889,30.1431074141224
FL009,18324,"Brevard County, Florida","Auburn, AL",-80.71103683338501,28.306783712111,-80.9878695789086,27.822109990736397,-80.4342040878614,28.791457433485604
FL013,18382,"Calhoun County, Florida","Auburn, AL",-85.16131355950651,30.40391333577295,-85.38979173783301,30.1997631413272,-84.93283538118,30.6080635302187
FL015,18249,"Charlotte County, Florida","Auburn, AL",-82.03125643675179,26.901794734697553,-82.49982148914579,26.7682518781295,-81.56269138435779,27.035337591265602
FL017,12644,"Citrus County, Florida","Auburn, AL",-82.49208386159151,28.859251668045,-82.8149967138435,28.6658126249507,-82.16917100933951,29.052690711139302
FL019,10817,"Clay County, Florida","Raleigh, NC",-81.8180741258581,29.95437942852585,-82.0494977210122,29.718494161641,-81.586650530704,30.1902646954107
FL023,16747,"Columbia County, Florida","Auburn, AL",-82.62632146783119,30.211858384531652,-82.80026470775559,29.8257131288947,-82.4523782279068,30.5980036401686
FL027,17761,"De Soto County, Florida","Auburn, AL",-81.81000535961499,27.1861821481669,-82.05757995829609,27.0316218136055,-81.5624307609339,27.3407424827283
FL029,18112,"Dixie County, Florida","Auburn, AL",-83.1716274813385,29.5557981539933,-83.4234542198135,29.286261881940998,-82.9198007428635,29.825334426045604
FL031,16312,"Duval County, Florida","Raleigh, NC",-81.71293389353886,30.3450596358063,-82.0493370439288,30.1039642632059,-81.3765307431489,30.586155008406703
FL033,18149,"Escambia County, Florida","Auburn, AL",-87.27649082702055,30.6396313976855,-87.63460617943942,30.2802447883987,-86.9183754746017,30.9990180069723
FL035,18489,"Flagler County, Florida","Auburn, AL",-81.30920909111714,29.46591021515465,-81.523828136188,29.261212603144998,-81.09459004604629,29.6706078271643
FL037,18354,"Franklin County, Florida","Auburn, AL",-84.77850694100715,29.80013333074395,-85.2237221870684,29.5863097449967,-84.33329169494591,30.0139569164912
FL039,17655,"Gadsden County, Florida","Auburn, AL",-84.60764064799044,30.5497538102021,-84.93286978523508,30.3880140475568,-84.28241151074579,30.7114935728474
FL041,12655,"Gilchrist County, Florida","Auburn, AL",-82.81463371515525,29.74918884159755,-82.9729319630913,29.562753299744703,-82.6563354672192,29.9356243834504
FL043,18253,"Glades County, Florida","Auburn, AL",-81.2184656588729,26.98949663955935,-81.5658019524415,26.7681491985459,-80.8711293653043,27.2108440805728
FL045,18320,"Gulf County, Florida","Auburn, AL",-85.21791638338935,29.92841528492115,-85.41774638569241,29.6554287742794,-85.01808638108629,30.201401795562898
FL047,17628,"Hamilton County, Florida","Auburn, AL",-82.9775967780076,30.47581746264955,-83.3097032406381,30.3172252226978,-82.64549031537709,30.6344097026013
FL049,17726,"Hardee County, Florida","Auburn, AL",-81.8096778829818,27.491699345171853,-82.0560083478597,27.3366158974586,-81.5633474181039,27.6467827928851
FL051,17637,"Hendry County, Florida","Auburn, AL",-81.22312657234019,26.6068706452088,-81.5664253964703,26.253081755898,-80.87982774821009,26.9606595345196
FL053,12661,"Hernando County, Florida","Auburn, AL",-82.40244346928151,28.56365018185655,-82.7501594662768,28.432313008055896,-82.0547274722862,28.6949873556572
FL055,18069,"Highlands County, Florida","Auburn, AL",-81.25235891043849,27.33945921900235,-81.5640796538047,27.0322764554138,-80.9406381670723,27.6466419825909
FL057,18018,"Hillsborough County, Florida","Auburn, AL",-82.3527597871267,27.909447470773998,-82.6512068660684,27.6454688230155,-82.054312708185,28.1734261185325
FL059,17490,"Holmes County, Florida","Auburn, AL",-85.76686831996435,30.849983830713,-86.0377288540711,30.7030874956436,-85.49600778585759,30.9968801657824
FL061,16483,"Indian River County, Florida","Auburn, AL",-80.5969804485193,27.7092087406065,-80.8811414030899,27.557123755981003,-80.31281949394871,27.861293725232
FL063,18145,"Jackson County, Florida","Auburn, AL",-85.22929946491564,30.782551921611848,-85.6003482603781,30.564294559984198,-84.8582506694532,31.000809283239498
FL065,16075,"Jefferson County, Florida","Auburn, AL",-83.84037343986235,30.37431761479705,-84.076594320399,30.076698191155895,-83.6041525593257,30.6719370384382
FL067,17254,"Lafayette County, Florida","Auburn, AL",-83.12293129702076,30.0406699362593,-83.3705861983484,29.8207113037687,-82.87527639569309,30.2606285687499
FL071,18396,"Lee County, Florida","Auburn, AL",-81.96839470516383,26.5525493072919,-82.3748248708306,26.316354095420603,-81.56196453949708,26.7887445191632
FL073,18269,"Leon County, Florida","Auburn, AL",-84.346208314662,30.47949648110885,-84.7153580998497,30.273694093686,-83.97705852947429,30.6852988685317
FL075,18081,"Levy County, Florida","Auburn, AL",-82.78501238088501,29.291580713654604,-83.16692513296921,28.991782748289104,-82.40309962880079,29.5913786790201
FL077,12672,"Liberty County, Florida","Auburn, AL",-84.8476984113463,30.288641017346,-85.15273399570779,29.971357223323498,-84.5426628269848,30.6059248113685
FL079,17704,"Madison County, Florida","Auburn, AL",-83.49665150290785,30.45575613935255,-83.82202393642551,30.2603110577322,-83.1712790693902,30.6512012209729
FL081,17725,"Manatee County, Florida","Auburn, AL",-82.4009542620677,27.42717221037965,-82.7476307853845,27.207743868438396,-82.05427773875091,27.6466005523209
FL085,18115,"Martin County, Florida","Auburn, AL",-80.44051253693455,27.1101348290698,-80.883377336767,26.956590219032996,-79.9976477371021,27.263679439106603
FL089,10820,"Nassau County, Florida","Raleigh, NC",-81.7359283694139,30.5517555313953,-82.05038236609559,30.2733904742396,-81.4214743727322,30.830120588551
FL091,18203,"Okaloosa County, Florida","Auburn, AL",-86.59426788415904,30.687839739452354,-86.80001793224008,30.378614108986103,-86.388517836078,30.997065369918605
FL093,18103,"Okeechobee County, Florida","Auburn, AL",-80.9454996767513,27.301127685917653,-81.213696705769,26.958837392051002,-80.6773026477336,27.643417979784303
FL095,12680,"Orange County, Florida","Auburn, AL",-81.26089357319194,28.566472561709652,-81.65852332729429,28.346906612937,-80.8632638190896,28.786038510482303
FL097,18400,"Osceola County, Florida","Auburn, AL",-81.2592239720091,27.995129191605002,-81.657138788227,27.641703875873603,-80.8613091557912,28.3485545073364
FL101,12681,"Pasco County, Florida","Auburn, AL",-82.4649520332838,28.325062428085,-82.87500342532479,28.1712523612888,-82.0549006412428,28.4788724948812
FL103,17487,"Pinellas County, Florida","Auburn, AL",-82.7080801884249,27.891963148399654,-82.87500241773391,27.610457766746002,-82.5411579591159,28.173468530053302
FL105,18146,"Polk County, Florida","Auburn, AL",-81.61925834563625,28.002554878556204,-82.1056874385528,27.643171040029802,-81.1328292527197,28.3619387170826
FL107,12684,"Putnam County Area, Florida","Auburn, AL",-81.74489285760635,29.5820720278751,-82.0559376841448,29.324583826444,-81.43384803106791,29.839560229306198
FL109,17843,"St. Johns County, Florida","Auburn, AL",-81.4421288690658,29.937740934953396,-81.6821363767823,29.622502238976697,-81.2021213613493,30.2529796309301
FL111,18114,"St. Lucie County, Florida","Auburn, AL",-80.3711492582875,27.382198156531047,-80.6796911664476,27.2057235877652,-80.06260735012741,27.558672725296898
FL113,17064,"Santa Rosa County, Florida","Auburn, AL",-87.04975650992846,30.6667466991191,-87.31367272029871,30.333834006127898,-86.7858402995582,30.9996593921103
FL115,18304,"Sarasota County, Florida","Auburn, AL",-82.3586736641632,27.16755282870375,-82.6605326339464,26.9453855766052,-82.05681469438001,27.389720080802302
FL117,18364,"Seminole County, Florida","Auburn, AL",-81.22336250131539,28.74472728740765,-81.4597392116372,28.610502970517,-80.9869857909936,28.8789516042983
FL119,12689,"Sumter County, Florida","Auburn, AL",-82.132596816942,28.6329315050602,-82.3117579663566,28.3054374618686,-81.95343566752742,28.960425548251802
FL121,12887,"Suwannee County, Florida","Auburn, AL",-83.00596415041164,30.1623956614041,-83.2531417887254,29.882134747358602,-82.7587865120979,30.4426565754496
FL123,18148,"Taylor County, Florida","Auburn, AL",-83.65717387518255,29.981736998162447,-83.9954185757007,29.659116530007502,-83.3189291746644,30.304357466317395
FL125,18086,"Union County, Florida","Raleigh, NC",-82.3571164384046,30.031419548543248,-82.5761015281603,29.9199472125416,-82.13813134864891,30.1428918845449
FL127,18673,"Volusia County, Florida","Auburn, AL",-81.19149073572231,29.020483861877302,-81.6806666644204,28.6131558527923,-80.70231480702421,29.4278118709623
FL129,17928,"Wakulla County, Florida","Auburn, AL",-84.40676900534345,30.1362600027484,-84.7379404611978,29.9690592584735,-84.0755975494891,30.3034607470233
FL131,12694,"Walton County, Florida","Auburn, AL",-86.1207823045646,30.631592597362747,-86.3973250154085,30.268677466142,-85.8442395937207,30.994507728583496
FL133,15767,"Washington County, Florida","Auburn, AL",-85.7127188495688,30.609962100191595,-85.99336508935801,30.389338014725798,-85.4320726097796,30.830586185657396
FL606,17808,"Broward County, Florida, East Part","Auburn, AL",-80.2581113439912,26.145758932204,-80.4501472651443,25.9568140940975,-80.0660754228381,26.3347037703105
FL607,18621,"Lake County Area, Florida","Auburn, AL",-81.65311850296715,28.6814975348891,-81.9565957978375,28.345531135389802,-81.3496412080968,29.0174639343884
FL608,12698,"Marion County Area, Florida","Auburn, AL",-82.1855997225239,29.2378512931259,-82.5359474760412,28.9595643941218,-81.83525196900659,29.516138192129997
FL609,15852,"Ocala National Forest Area, Florida","Auburn, AL",-81.6886956794492,29.24086494739405,-81.99518839601579,28.9601697670364,-81.3822029628826,29.521560127751698
FL611,18021,"Palm Beach County Area, Florida","Auburn, AL",-80.45279386823259,26.64581622726385,-80.886208236662,26.320720743207602,-80.0193794998032,26.9709117113201
FL615,32826,"Water Conservation Area, Florida","Auburn, AL",-80.5506882326984,26.2215194892283,-80.8796867609823,25.760582009771,-80.2216897044145,26.682456968685603
FL616,12867,"Big Cypress Reservation, Broward County, Florida","Auburn, AL",-80.8558933514267,26.296248831084952,-80.8813080970109,26.2594107748767,-80.8304786058425,26.333086887293202
FL618,19855,"Miccosukee Indian Alligator Alley Reservation, Broward County, Florida","Auburn, AL",-80.85363487647399,26.176726878374353,-80.8798277482102,26.0932011034281,-80.82744200473779,26.260252653320602
FL621,18068,"Collier County Area, Florida","Auburn, AL",-81.55921660451276,26.17197131025005,-81.84957404075159,25.8268546368406,-81.2688591682739,26.5170879836595
FL686,15729,"Miami-Dade County Area, Florida","Auburn, AL",-80.39226315461104,25.60525006043165,-80.6739580615392,25.2357613161368,-80.1105682476829,25.9747388047265
FL687,16748,"Monroe County, Keys Area, Florida","Auburn, AL",-81.56309497032476,24.94679761631335,-82.8753077605133,24.5400885886542,-80.2508821801362,25.3535066439725
FL999,12703,"Department of Interior Lands, Florida","Auburn, AL",-80.829955766166,25.55118711783045,-81.518885520493,24.842848437114302,-80.141026011839,26.2595257985466
FM931,14213,"Island of Kosrae, Federated States of Micronesia","Davis, CA",162.96685838413998,5.31436116491337,162.898247145623,5.25878948506484,163.035469622657,5.369932844761901
FM932,14209,"Island of Ponape, Federated States of Micronesia","Davis, CA",158.237547695822,6.887424991800555,158.111205123742,6.76349977493374,158.36389026790198,7.01135020866737
FM933,14208,"Islands of Truk, Federated States of Micronesia","Davis, CA",151.7296196679565,7.374363512696375,151.557174333316,7.281377778798291,151.902065002597,7.46734924659446
FM934,14207,"Islands of Yap, Federated States of Micronesia","Davis, CA",139.292723933147,9.73783285907247,138.05491807336,9.441866705238839,140.530529792934,10.0337990129061
GA015,16592,"Bartow County, Georgia","Morgantown, WV",-84.8458025403113,34.2441163206687,-85.0471001999459,34.075252877601,-84.64450488067669,34.4129797637364
GA021,10902,"Bibb County, Georgia","Raleigh, NC",-83.6911301016996,32.80678542815696,-83.8927971699987,32.660690660929106,-83.4894630334005,32.9528801953848
GA031,12704,"Bulloch County, Georgia","Raleigh, NC",-81.73167135281305,32.40305474610865,-82.0303159931088,32.1526899098424,-81.4330267125173,32.653419582374895
GA033,12705,"Burke County, Georgia","Auburn, AL",-81.9289767448999,33.05042316246045,-82.316169330193,32.8037850882148,-81.5417841596068,33.2970612367061
GA035,11131,"Butts County, Georgia","Raleigh, NC",-83.96561357272306,33.3153167101151,-84.1237232279374,33.180142137022,-83.80750391750871,33.4504912832082
GA047,14769,"Catoosa County, Georgia","Morgantown, WV",-85.1224721932445,34.87770318282995,-85.2650588099463,34.7678064251433,-84.9798855765427,34.9875999405166
GA067,10903,"Cobb County, Georgia","Raleigh, NC",-84.5575117171156,33.912235935020504,-84.73983409926129,33.7428258082692,-84.3751893349699,34.081646061771806
GA087,15366,"Decatur County, Georgia","Auburn, AL",-84.6234068516821,30.8847979458228,-84.8709303160915,30.6901083274384,-84.37588338727271,31.079487564207202
GA089,10904,"DeKalb County, Georgia","Raleigh, NC",-84.1870055494008,33.792711401495296,-84.3501364619983,33.6144864464146,-84.0238746368033,33.970936356576
GA095,12706,"Dougherty County, Georgia","Auburn, AL",-84.21970494724165,31.543110385709902,-84.4576685188359,31.4359842690796,-83.9817413756474,31.6502365023402
GA097,11129,"Douglas County, Georgia","Raleigh, NC",-84.7453740762165,33.689750400219296,-84.9117997219926,33.5733830621668,-84.5789484304404,33.8061177382718
GA103,19035,"Effingham County, Georgia","Raleigh, NC",-81.33349309239406,32.34869055763271,-81.5476117393439,32.102182570578606,-81.11937444544421,32.5951985446868
GA107,12707,"Emanuel County, Georgia","Auburn, AL",-82.32463782657994,32.56672459496585,-82.6475811845008,32.2920729353748,-82.0016944686591,32.8413762545569
GA117,10905,"Forsyth County, Georgia","Raleigh, NC",-84.09223497158754,34.19285854149206,-84.25894420650259,34.050549044502304,-83.9255257366725,34.335168038481804
GA121,10907,"Fulton County, Georgia","Raleigh, NC",-84.47434911705665,33.8443678190833,-84.85098971925609,33.502455053576,-84.0977085148572,34.186280584590605
GA129,14902,"Gordon County, Georgia","Morgantown, WV",-84.87847831363635,34.50705968808995,-85.11231044363059,34.3840626852452,-84.6446461836421,34.6300566909347
