areaname,lkey,station_id,solar_region_key,station_name,latitude,longitude,soil_sim,solar_sim,weather_sim_2000,weather_sim_2010,weather_sim_future,comp_sim_2000,comp_sim_2010,comp_sim_future
"Blount County Area, Tennessee",19764,723260-13891,35.690:-83.940,MC GHEE TYSON AIRPORT,35.67288589477539,-83.93045806884766,0.70865643,-0.117933765,0.40408310294151306,0.4448245167732239,0.444143146276474,0.33160192271073663,0.34518239398797357,0.34495527048905694
"Reeves County, Texas",10333,722656-23040,31.370:-103.540,WINKLER COUNTY AIRPORT,31.383342742919922,-103.556396484375,0.048575845,0.8783493,0.17057839035987854,0.10693851113319397,0.10604271292686462,0.36583451305826503,0.3446212199827035,0.3443226205805937
"Osage County, Kansas",10596,724565-13920,38.650:-95.740,FORBES FIELD AIRPORT,38.65190887451172,-95.7253189086914,0.113898925,0.80760485,0.1518438458442688,0.11028090119361877,0.11039271205663681,0.35778254022200895,0.34392822533845896,0.34396549562613166
"Murray County, Oklahoma",13138,723555-93940,34.490:-97.100,ARDMORE MUNICIPAL AIRPO,34.4847412109375,-97.08961486816406,0.3883661,0.5006156,0.09951850771903992,0.14058971405029297,0.14070932567119598,0.3295000692208608,0.3431904713312785,0.34323034187157947
"San Bernardino County, California, Mojave River Area",14129,723825-23131,34.690:-117.100,SOUTHERN CALIFORNIA LOG,34.6832275390625,-117.11113739013672,-0.07359061,0.9310446,0.17668426036834717,0.16719797253608704,0.16744057834148407,0.34471274415651953,0.3415506482124328,0.3416315168142318
"Mora County Area, New Mexico",13171,723677-23054,36.010:-104.900,LAS VEGAS MUNICIPAL ARP,36.00901794433594,-104.9128189086914,0.22212481,0.7634875,0.05114995315670967,0.038096655160188675,0.038095783442258835,0.3455874286592006,0.34123632932702697,0.3412360387543837
"Santa Fe County Area, New Mexico",13177,723656-23049,35.530:-105.980,SANTA FE MUNICIPAL AIRP,35.52105712890625,-105.9818344116211,0.08578538,0.8501687,0.11047759652137756,0.0872499942779541,0.08753743022680283,0.3488105610013008,0.34106802692015964,0.34116383890310925
"Washington County Area and the City of Bristol, Virginia",14542,724058-53818,36.770:-81.980,VIRGINIA HIGHLANDS AIRP,36.761680603027344,-81.97015380859375,0.691698,-0.012983332,0.054524220526218414,0.3421042263507843,0.34158435463905334,0.24441296762476364,0.3402729695662856,0.3400996789957086
"Eastland County, Texas",13253,747355-53997,32.290:-98.780,COMANCHE COUNTY-CITY AI,32.29664993286133,-98.79693603515625,-0.07940197,0.84853387,0.007062094751745462,0.25020408630371094,0.2497837394475937,0.25873133121058345,0.3397786617279053,0.3396385461091995
"Golden Area, Colorado, Parts of Denver, Douglas, Jefferson, and Park Counties",14375,724666-93067,39.650:-105.220,CENTENNIAL AIRPORT,39.65818405151367,-105.22242736816406,0.3996804,0.53122866,0.08462890237569809,0.08673647791147232,0.08671954274177551,0.3385126565893491,0.3392151817679405,0.3392095367113749
"Baylor County, Texas",13204,720281-53969,33.610:-99.220,WILBARGER CO,33.61720275878906,-99.21440124511719,0.025690781,0.77647674,0.20178866386413574,0.2151688039302826,0.21599708497524261,0.3346520618846019,0.33911210857331753,0.33938820225497085
"Cochise County, Arizona, Douglas-Tombstone Part",10280,722813-53146,31.610:-109.740,PIONEER AIRFIELD,31.61892318725586,-109.75502014160156,0.09015053,0.7969873,0.11332300305366516,0.12825870513916016,0.12748976051807404,0.33348694195350015,0.3384655093153318,0.33820919444163644
"Costilla County Area, Colorado",14360,724620-23061,37.330:-105.460,SAN LUIS VALLEY REGIONA,37.32661437988281,-105.45049285888672,0.14013053,0.791677,0.08498209714889526,0.08049347996711731,0.08049209415912628,0.33892987668514246,0.3374336709578832,0.33743320902188617
"Newton County, Arkansas",15127,723450-13971,35.930:-93.220,BOONE COUNTY AIRPORT,35.92485809326172,-93.23229217529297,0.64193636,0.08817428,0.23118197917938232,0.280679851770401,0.2779234051704407,0.3204308748245239,0.3369301656881968,0.3360113501548767
"Dade and Walker Counties, Georgia",14770,723240-13882,34.770:-85.340,LOVELL FIELD AIRPORT,34.78352355957031,-85.32815551757812,0.6066267,-0.034303658,0.3736838102340698,0.4382321536540985,0.4382301867008209,0.31533561398585636,0.3368517284591992,0.33685107280810667
"Fort Bliss Military Reservation, New Mexico and Texas",10346,722700-23044,32.250:-106.060,EL PASO INTERNATIONAL A,32.2426643371582,-106.05325317382812,0.10162807,0.8794331,0.04614769667387009,0.02825937792658806,0.028257174417376518,0.3424029548962911,0.3364401819805304,0.3364394474774599
"Bridger National Forest, Wyoming, Eastern Part",11238,720345-94086,42.970:-109.580,RALPH WENZ FIELD AIRPOR,42.9716911315918,-109.57305908203125,0.14511438,0.75571555,0.10306627303361893,0.10745580494403839,0.10741237550973892,0.3346320663889249,0.33609524369239807,0.33608076721429825
"Ector and Crane Counties, Texas",10335,722650-23023,31.570:-102.540,MIDLAND INTERNATIONAL A,31.587200164794922,-102.54090881347656,-0.01669264,0.8898901,0.16683241724967957,0.13333168625831604,0.1339743435382843,0.34667661723991233,0.3355097069094578,0.33572392600278056
"Black Hills-Sedona Area, Arizona, Parts of Coconino and Yavapai Counties",10257,723723-23184,34.690:-112.140,ERNEST A. LOVE FIELD AR,34.69294738769531,-112.1356201171875,-0.03145394,0.8619401,0.20563875138759613,0.17187613248825073,0.17166082561016083,0.3453749654193719,0.3341207591195901,0.3340489901602268
"Colfax County, New Mexico",14415,722678-23052,36.610:-104.700,RATON MUNI/CREWS FIELD,36.606781005859375,-104.69241333007812,0.16889922,0.7556648,0.07026822865009308,0.07625117897987366,0.07624909281730652,0.3316107590993246,0.3336050758759181,0.3336043804883957
"Johnson County, Tennessee",14844,724058-53818,36.450:-81.860,VIRGINIA HIGHLANDS AIRP,36.438148498535156,-81.85261535644531,0.70244074,-0.044632096,0.054524220526218414,0.3421042263507843,0.34158435463905334,0.2374442877868811,0.3333042897284031,0.33313099915782607
"Great Smoky Mountains National Park, Tennessee and North Carolina",14912,720259-63844,35.610:-83.540,MACON CO,35.60792922973633,-83.52114868164062,0.6914438,-0.06287128,-0.11791010946035385,0.36810967326164246,0.37264618277549744,0.17022080471118292,0.3322273989518484,0.33373956878980005
"Massac County, Illinois",15817,724336-93810,37.210:-88.700,SOUTHERN ILLINOIS AIRPO,37.201053619384766,-88.70968627929688,-0.08758919,0.7703351,0.35899966955184937,0.3135162591934204,0.31364744901657104,0.34724851946036017,0.3320873826742172,0.3321311126152674
"Hardin County, Illinois",15815,724238-53886,37.490:-88.220,HENDERSON CITY-COUNTY A,37.500587463378906,-88.2380142211914,0.22488113,0.2977059,0.46653780341148376,0.47287455201148987,0.4729901850223541,0.32970827321211493,0.3318205227454503,0.3318590670824051
"Sequatchie County, Tennessee",14875,723240-13882,35.370:-85.420,LOVELL FIELD AIRPORT,35.357421875,-85.41725158691406,0.6320925,-0.07692769,0.3736838102340698,0.4382321536540985,0.4382301867008209,0.30961619814236957,0.3311323126157124,0.3311316569646199
"Foard County, Texas",13262,720281-53969,34.010:-99.780,WILBARGER CO,33.996307373046875,-99.76346588134766,-0.022074046,0.79894966,0.20178866386413574,0.2151688039302826,0.21599708497524261,0.3262214257071415,0.3306814723958571,0.3309575660775105
"Sweetwater County Area, Wyoming",37427,725744-24027,41.650:-108.780,RCK SRINGS-SWETWTER CO,41.63441467285156,-108.77934265136719,0.06599632,0.90674955,0.05820411816239357,0.019161099568009377,0.019133159890770912,0.3436499945819378,0.33063565505047643,0.3306263418247303
"Runnels County, Texas",13367,720965-13910,31.810:-99.980,DYESS AIR FORCE BASE,31.82883071899414,-99.97509002685547,-0.15103796,0.9386472,0.030079152435064316,0.20359580218791962,0.20359346270561218,0.2725628005961577,0.33040168384710944,0.3304009040196736
"Wilson County, Kansas",10626,724507-13981,37.570:-95.740,CHANUTE MARTIN JOHNSON,37.55926513671875,-95.74374389648438,0.113645546,0.7458182,0.2262585163116455,0.13153855502605438,0.1314893215894699,0.36190742005904514,0.3303340996305148,0.3303176884849866
"Anderson County, Kansas",10533,724507-13981,38.210:-95.300,CHANUTE MARTIN JOHNSON,38.214080810546875,-95.29200744628906,0.061994288,0.7971649,0.2262585163116455,0.13153855502605438,0.1314893215894699,0.36180590714017546,0.3302325867116451,0.33021617556611693
"Fallon-Fernley Area, Nevada, Parts of Churchill, Lyon, Storey and Washoe Counties",15910,724885-93102,39.530:-118.860,FALLON NAS,39.548744201660156,-118.84048461914062,-0.15820643,0.9498511,0.18524593114852905,0.19898775219917297,0.19847437739372253,0.3256301979223887,0.33021080493927,0.3300396800041199
"Jefferson County, Tennessee",14842,723260-13891,36.050:-83.460,MC GHEE TYSON AIRPORT,36.04391098022461,-83.47239685058594,0.39314628,0.15195623,0.40408310294151306,0.4448245167732239,0.444143146276474,0.3163952032725016,0.32997567454973853,0.3297485510508219
"Tulare County, Western Part, California",14119,723896-93144,36.170:-119.300,VISALIA MUNICIPAL AIRPO,36.18241882324219,-119.31298828125,-0.44678915,0.93157935,0.5719757080078125,0.5026491284370422,0.502156674861908,0.35225530465443927,0.32914644479751587,0.32898229360580444
"Custer County, Oklahoma",13111,720356-13999,35.650:-99.020,CLINTON REGIONAL AIRPOR,35.63859558105469,-99.00011444091797,-0.06114293,0.83444285,0.22626855969429016,0.21253573894500732,0.21098972856998444,0.33318949490785593,0.3286118879914283,0.328096551199754
"Colorado River Indian Reservation, Parts of La Paz County, Arizona, and Riverside and San Bernardino Counties, California",10267,747188-23158,33.970:-114.380,BLYTHE AIRPORT,33.9588737487793,-114.3811264038086,-0.117014796,0.9335879,0.18778151273727417,0.16900789737701416,0.16905182600021362,0.3347848753134409,0.3285270035266876,0.3285416464010874
"Franklin County, Missouri",15173,724340-13994,38.450:-91.060,LAMBERT-ST LOUIS INTERN,38.456199645996094,-91.05068969726562,0.44592464,0.28998372,0.24445456266403198,0.24956846237182617,0.24924641847610474,0.3267876406510671,0.3284922738869985,0.328384925921758
"Roger Mills County, Oklahoma",13151,722637-93046,35.730:-99.700,HEMPHILL COUNTY AIRPORT,35.71758270263672,-99.682861328125,-0.082302906,0.87406325,-0.04705145210027695,0.1925589144229889,0.19174495339393616,0.24823629856109622,0.32810642073551816,0.3278351003925006
"Millard County, Utah - Eastern Part",14303,724795-99999,39.170:-112.340,DELTA,39.15690231323242,-112.3532485961914,-0.062956244,0.9551028,0.22070404887199402,0.09199850261211395,0.09119540452957153,0.37095020214716595,0.3280483533938726,0.32778065403302514
"Lincoln County Area, Wyoming, Southern Part",14448,726710-24164,42.010:-110.540,BIG PINEY-MARBLETON ARP,42.012664794921875,-110.54672241210938,0.039100885,0.84257364,0.11058025807142258,0.10230457782745361,0.10289640724658966,0.33075159539779025,0.3279930353164673,0.32819031178951263
"Channel Islands Area, California, Parts of Santa Barbara and Los Angeles Counties",14143,722910-93116,33.450:-119.380,SAN NICOLAS ISLAND NAVA,33.43867492675781,-119.37804412841797,0.8833547,-0.14546785,0.2965312600135803,0.2448078840970993,0.2451130747795105,0.344806045293808,0.3275649199883143,0.32766665021578467
"Madison County, North Carolina",14803,723350-13877,35.890:-82.700,TRI-CITIES REGIONAL TN/,35.87206268310547,-82.68574523925781,0.65958107,-0.010794882,0.2610137462615967,0.3332076370716095,0.33283165097236633,0.30326664323608077,0.32733127350608504,0.32720594480633736
"Sublette County Area, Wyoming",17668,720345-94086,42.730:-109.780,RALPH WENZ FIELD AIRPOR,42.74225616455078,-109.79324340820312,-0.0893449,0.9564833,0.10306627303361893,0.10745580494403839,0.10741237550973892,0.3234015603860219,0.3248647376894951,0.32485026121139526
"Erath County, Texas",13255,747355-53997,32.210:-98.220,COMANCHE COUNTY-CITY AI,32.215171813964844,-98.20558166503906,0.010032104,0.71285737,0.007062094751745462,0.25020408630371094,0.2497837394475937,0.2433171882294118,0.32436451874673367,0.3242244031280279
"Henrys Fork Area, Utah-Wyoming, Parts of: Daggett and Summit Counties, Utah and Sweetwater and Uinta Counties, Wyoming",14446,725705-94030,40.970:-109.660,VERNAL AIRPORT,40.95979309082031,-109.66366577148438,0.039352145,0.81666267,0.0446745827794075,0.11701741814613342,0.11704395711421967,0.3002297990024089,0.3243440774579842,0.32435292378067965
"Big Horn County Area, Wyoming",11228,726667-24048,44.570:-107.980,SOUTH BIG HORN COUNTY A,44.583885192871094,-107.96363830566406,0.22373863,0.68430066,0.05566122755408287,0.06492405384778976,0.0630887895822525,0.32123350476225215,0.32432111352682114,0.32370935877164203
"Phelps County, Missouri",15193,724420-13997,37.890:-91.780,ROLLA NATIONAL AIRPORT,37.876163482666016,-91.77708435058594,0.5979518,0.17885324,0.20665588974952698,0.19553609192371368,0.19461572170257568,0.3278203209241231,0.324113721648852,0.32380693157513935
"San Juan Area, Utah",10342,724720-99999,37.930:-109.300,BLANDING,37.919403076171875,-109.29507446289062,0.059898555,0.8932166,-0.0021707103587687016,0.017732156440615654,0.018261682242155075,0.3169814849582811,0.3236157738914092,0.3237922824919224
"Comanche County, Oklahoma",13107,723550-13945,34.650:-98.460,HENRY POST AAF AIRPORT,34.630714416503906,-98.45768737792969,0.00788221,0.72693104,0.11397017538547516,0.2292620688676834,0.22962802648544312,0.28292780711005133,0.32135843827078736,0.32148042414337397
"Jackson County Area, Colorado",14379,A00005-94076,40.690:-106.220,MC ELORY AIRFIELD AIRPO,40.683692932128906,-106.22566223144531,0.027425097,0.8483228,0.06183900311589241,0.08801914751529694,0.08805941045284271,0.312528969720006,0.3212556845198075,0.32126910549898946
"Geary County, Kansas",10561,724550-13947,39.050:-96.740,MARSHALL ARMY AIRFIELD,39.04486083984375,-96.73222351074219,0.018427318,0.70006615,0.3745373487472534,0.24170219898223877,0.2417004108428955,0.36434360531469184,0.32006522205968696,0.3200646260132392
"Delta Area, Utah - Part of Millard County",14308,724795-99999,39.290:-112.740,DELTA,39.28858184814453,-112.72004699707031,-0.09011809,0.95808554,0.22070404887199402,0.09199850261211395,0.09119540452957153,0.36289049933354056,0.3199886505802472,0.31972095121939975
"Wise County, Virginia",14543,724117-63802,37.010:-82.580,LONESOME PINE AIRPORT,37.0042610168457,-82.588623046875,0.7285765,0.03640946,-0.28926777839660645,0.1949118822813034,0.19490770995616913,0.15857272098461786,0.3199659412105878,0.31996455043554306
"Unicoi County, Tennessee",14884,723350-13877,36.090:-82.420,TRI-CITIES REGIONAL TN/,36.107139587402344,-82.41842651367188,0.72617984,-0.10559728,0.2610137462615967,0.3332076370716095,0.33283165097236633,0.2938654348254204,0.31793006509542465,0.31780473639567697
"Estes Park Area, Colorado, Parts of Boulder and Larimer Counties",19948,724769-94035,40.330:-105.540,FORT COLLINS LOVELAND A,40.33644104003906,-105.5234375,0.40489164,0.44690323,0.17474259436130524,0.10160248726606369,0.101433664560318,0.3421791543563207,0.31779911865790683,0.31774284442265827
"Stanly County, North Carolina",11044,722148-63824,35.330:-80.260,STANLEY COUNTY AIRPORT,35.323646545410156,-80.2786636352539,0.40784708,0.39313018,-0.028502043336629868,0.14998124539852142,0.1499916911125183,0.25749173884590465,0.31698616842428845,0.31698965032895404
"Cabezon Area, New Mexico",18925,723654-93091,35.770:-107.100,LOS ALAMOS AIRPORT,35.75667953491211,-107.10440063476562,0.0508465,0.85297567,-0.040445856750011444,0.04570414125919342,0.04570316523313522,0.28779210274418193,0.3165087687472502,0.3165084434052308
"Loving and Winkler Counties, Texas",10336,722656-23040,31.850:-103.380,WINKLER COUNTY AIRPORT,31.86920166015625,-103.39128875732422,-0.030503182,0.8714903,0.17057839035987854,0.10693851113319397,0.10604271292686462,0.33718850277364254,0.315975209698081,0.3156766102959712
"Gasconade County, Missouri",15174,724420-13997,38.450:-91.500,ROLLA NATIONAL AIRPORT,38.4312744140625,-91.5052490234375,0.48895842,0.2632664,0.20665588974952698,0.19553609192371368,0.19461572170257568,0.3196269075075785,0.3159203082323074,0.31561351815859473
"Graham County, North Carolina",14798,722177-63811,35.330:-83.820,ANDREWS-MURPHY AIRPORT,35.341732025146484,-83.81023406982422,0.6687196,-0.08290362,-0.04815974086523056,0.361642062664032,0.36163902282714844,0.17921874175469082,0.3158193429311117,0.3158183296521505
"Webster County, Missouri",15206,724400-13995,37.290:-92.860,SPRINGFIELD-BRANSON REG,37.277259826660156,-92.87789154052734,0.32098266,0.3730214,0.2897298038005829,0.2517406940460205,0.25173819065093994,0.32791128754615784,0.3152482509613037,0.31524741649627686
"Lovelock Area, Nevada, Parts of Pershing and Churchill Counties",15866,725805-24172,40.130:-118.500,DERBY FIELD AIRPORT,40.127197265625,-118.49427795410156,-0.22182946,0.9632133,0.20890460908412933,0.20353730022907257,0.2036433070898056,0.3167628248532613,0.3149737219015757,0.31500905752182007
"Eddy Area, New Mexico",10305,722687-93033,32.490:-104.300,CAVERN CITY AIR TRML AR,32.482818603515625,-104.28724670410156,0.047826875,0.8792913,0.09301742911338806,0.016902286559343338,0.01689927652478218,0.34004520003994304,0.31467348585526145,0.31467248251040775
"Woodson County, Kansas",10627,724507-13981,37.890:-95.740,CHANUTE MARTIN JOHNSON,37.88644790649414,-95.74024963378906,-0.023964936,0.83261865,0.2262585163116455,0.13153855502605438,0.1314893215894699,0.34497074472407496,0.3133974242955446,0.31338101315001643
"Maries County, Missouri",15182,724420-13997,38.170:-91.900,ROLLA NATIONAL AIRPORT,38.151611328125,-91.91415405273438,0.51272994,0.23086646,0.20665588974952698,0.19553609192371368,0.19461572170257568,0.31675076484680176,0.31304416557153064,0.312737375497818
"Ozark County, Missouri",15189,723439-53918,36.650:-92.460,OZARK REGIONAL AIRPORT,36.65156936645508,-92.4422607421875,0.6267235,0.037197907,0.22875550389289856,0.2747955024242401,0.27470943331718445,0.29755897944172227,0.3129056456188361,0.31287695591648423
"Dona Ana County Area, New Mexico",15763,722695-93041,32.330:-106.820,LAS CRUCES INTL AIRPORT,32.332088470458984,-106.83824157714844,0.024024354,0.8729532,-0.009539390914142132,0.04090917855501175,0.04079827293753624,0.2958127132927378,0.31262890311578906,0.3125919345766306
"Midland County, Texas",13342,722650-23023,31.890:-102.020,MIDLAND INTERNATIONAL A,31.870113372802734,-102.03158569335938,-0.10650543,0.9093262,0.16683241724967957,0.13333168625831604,0.1339743435382843,0.32321772724390024,0.3120508169134457,0.31226503600676847
"Grainger County, Tennessee",14833,720353-63875,36.250:-83.500,MIDDLESBORO-BELL COUNTY,36.25072479248047,-83.49398040771484,0.69880384,-0.042833105,-0.00782310962677002,0.2781415581703186,0.2789178192615509,0.21604920923709867,0.31137076516946155,0.311629518866539
"Huerfano County Area, Colorado",14364,724645-23070,37.690:-104.900,PERRY STOKES AIRPORT,37.670166015625,-104.91168212890625,0.07884378,0.7530169,0.12132269144058228,0.1021241545677185,0.10092101246118546,0.3177277867992719,0.3113282745083173,0.3109272271394729
"Kinney County, Texas",13314,722615-22001,29.370:-100.460,LAUGHLIN AFB AIRPORT,29.354473114013672,-100.4537582397461,0.4358542,0.30908358,0.1966998428106308,0.18900835514068604,0.1889917105436325,0.31387920677661896,0.311315377553304,0.3113098293542862
"Swain County Area, North Carolina",14915,A00003-63844,35.450:-83.580,MACON COUNTY AIRPORT,35.43641662597656,-83.56607055664062,0.70424396,-0.07687588,-0.12784293293952942,0.3042154312133789,0.3041466176509857,0.16650838156541187,0.310527836283048,0.31050489842891693
"Archuleta County Area, Colorado",14398,723675-93092,37.170:-106.980,CHAMA AWRS,37.16357421875,-106.97957611083984,0.34862,0.8380009,-0.25065305829048157,-0.2556661069393158,-0.25996267795562744,0.311989277601242,0.31031826138496393,0.30888607104619337
"Marion County, Arkansas",59977,723439-53918,36.290:-92.660,OZARK REGIONAL AIRPORT,36.28058624267578,-92.64889526367188,0.77374667,-0.117761865,0.22875550389289856,0.2747955024242401,0.27470943331718445,0.29491343597571057,0.3102601021528244,0.31023141245047253
"Jefferson County, Idaho",10443,726818-94194,43.850:-112.180,REXBURG-MADISON COUNTY,43.84077072143555,-112.16163635253906,-0.21525069,0.89813375,0.20123369991779327,0.24659425020217896,0.24738959968090057,0.29470558961232507,0.3098257730404536,0.31009088953336084
"Conejos County Area, Colorado",14365,724620-23061,37.210:-106.060,SAN LUIS VALLEY REGIONA,37.19795227050781,-106.06710052490234,0.06760277,0.7810373,0.08498209714889526,0.08049347996711731,0.08049209415912628,0.3112073789040247,0.30971117317676544,0.30971071124076843
"Carter County, Tennessee",14817,723350-13877,36.290:-82.140,TRI-CITIES REGIONAL TN/,36.306976318359375,-82.13774108886719,0.71643406,-0.12195609,0.2610137462615967,0.3332076370716095,0.33283165097236633,0.28516390671332675,0.309228536983331,0.3091032082835833
"Miller County, Missouri",15183,724459-53931,38.210:-92.420,LEE C FINE MEMORIAL ARP,38.22364807128906,-92.4386978149414,0.4718955,0.1974522,0.44881975650787354,0.2572356164455414,0.25720059871673584,0.37272248168786365,0.30886110166708625,0.30884942909081775
"Cibola Area, New Mexico, Parts of Cibola, McKinley, and Valencia Counties",10317,723625-93057,34.970:-108.020,GRANTS-MILAN MUNI AIRPO,34.963050842285156,-108.01649475097656,0.040089577,0.8154206,0.11276136338710785,0.06928577274084091,0.06924096494913101,0.32275718947251636,0.3082653259237607,0.30825038999319077
"El Paso County, Texas (Main Part)",16052,722700-23044,31.690:-106.300,EL PASO INTERNATIONAL A,31.695180892944336,-106.30123901367188,0.006307241,0.8902275,0.04614769667387009,0.02825937792658806,0.028257174417376518,0.3142274781130254,0.30826470519726473,0.30826397069419426
"Marshall County, Tennessee",14856,723273-13827,35.490:-86.780,SMYRNA AIRPORT,35.48201370239258,-86.78019714355469,0.44088662,0.18108587,0.27363964915275574,0.30220431089401245,0.302696168422699,0.29853737850983936,0.3080589324235916,0.30822288493315375
"Knox County, Texas",13315,720281-53969,33.610:-99.740,WILBARGER CO,33.616554260253906,-99.73448181152344,-0.12355015,0.8321913,0.20178866386413574,0.2151688039302826,0.21599708497524261,0.30347660183906555,0.30793664852778113,0.3082127422094345
"Johnson County, Illinois",11349,724336-93810,37.450:-88.860,SOUTHERN ILLINOIS AIRPO,37.44735336303711,-88.87666320800781,0.19638449,0.41359144,0.35899966955184937,0.3135162591934204,0.31364744901657104,0.32299186786015827,0.30783073107401526,0.3078744610150655
"Barber County, Kansas",13085,722052-53933,37.250:-98.700,ALVA REGIONAL AIRPORT,37.2346305847168,-98.67984008789062,-0.18257692,0.8321782,0.07352960109710693,0.27341026067733765,0.27505964040756226,0.241043617328008,0.3076705038547516,0.3082202970981598
"Bollinger County, Missouri",15161,724454-93996,37.330:-90.060,FARMINGTON REGIONAL ARP,37.31969451904297,-90.04205322265625,0.335633,0.2860898,0.28175339102745056,0.2999294400215149,0.29981231689453125,0.30115873614947,0.30721741914749146,0.3071783781051636
"Randolph County, Illinois",11394,724454-93996,38.010:-89.900,FARMINGTON REGIONAL ARP,38.01329803466797,-89.8996353149414,-0.13739161,0.75646037,0.28175339102745056,0.2999294400215149,0.29981231689453125,0.3002740492423376,0.306332732240359,0.3062936911980311
"Perry County, Illinois",11389,724336-93810,38.090:-89.340,SOUTHERN ILLINOIS AIRPO,38.084686279296875,-89.35513305664062,-0.02000772,0.6212623,0.35899966955184937,0.3135162591934204,0.31364744901657104,0.3200847537567218,0.3049236169705788,0.304967346911629
"Payette County, Idaho",10419,726837-24162,43.970:-116.700,ONTARIO MUNICIPAL AIRPO,43.97266387939453,-116.71788024902344,0.068374895,0.5272972,0.2870674431324005,0.3186420500278473,0.3185197710990906,0.29424651215473807,0.304771381119887,0.3047306214769681
"Larimer County Area, Colorado",14377,724769-94035,40.650:-105.500,FORT COLLINS LOVELAND A,40.62979507446289,-105.51641845703125,0.29379255,0.5175553,0.17474259436130524,0.10160248726606369,0.101433664560318,0.328696812192599,0.30431677649418515,0.3042605022589366
"Poinsett County, Arkansas",15132,720377-13917,35.570:-90.660,NEWPORT MUNI,35.57343292236328,-90.66275787353516,-0.2786165,0.7880797,0.2579461634159088,0.40056806802749634,0.4005662202835083,0.2558031181494395,0.3033437530199687,0.303343137105306
"Madison County Area, Idaho",10444,726818-94194,43.810:-111.700,REXBURG-MADISON COUNTY,43.79261779785156,-111.69107055664062,-0.23543553,0.89797413,0.20123369991779327,0.24659425020217896,0.24738959968090057,0.28792410095532733,0.3030442843834559,0.3033094008763631
"Luna County, New Mexico",10300,722725-23078,32.210:-107.780,DEMING MUNICIPAL AIRPOR,32.19468688964844,-107.76371765136719,-0.027035773,0.84241855,0.014201239682734013,0.09126565605401993,0.0912640243768692,0.2765280061090986,0.30221614489952725,0.3022156010071437
"Perry County, Indiana",14494,724365-53896,38.050:-86.620,HUNTINGBURG AIRPORT,38.053855895996094,-86.62196350097656,0.46222717,-0.24273166,-0.1595674455165863,0.6861554384231567,0.6866750717163086,0.019976019859313965,0.3018836478392283,0.30205685893694556
"Washington County, Illinois",15812,724338-13802,38.370:-89.420,SCOTT AIR FORCE BASE/MI,38.365806579589844,-89.42402648925781,-0.07927139,0.7410693,0.1122574657201767,0.2425590306520462,0.24258942902088165,0.25801846385002136,0.30145231882731116,0.301462451616923
"DeKalb County, Tennessee",14828,723273-13827,35.970:-85.860,SMYRNA AIRPORT,35.97877502441406,-85.84654235839844,0.5055666,0.0965335,0.27363964915275574,0.30220431089401245,0.302696168422699,0.29191324859857554,0.3014348025123278,0.30159875502188993
"Grundy County, Tennessee",14835,723240-13882,35.370:-85.700,LOVELL FIELD AIRPORT,35.37487030029297,-85.69963073730469,0.5302539,-0.06443108,0.3736838102340698,0.4382321536540985,0.4382301867008209,0.2798355395595232,0.3013516540328661,0.3013509983817736
"Reagan and Upton Counties, Texas",13420,722650-23023,31.370:-101.780,MIDLAND INTERNATIONAL A,31.365352630615234,-101.7923355102539,-0.16037342,0.92894596,0.16683241724967957,0.13333168625831604,0.1339743435382843,0.31180165211359656,0.30063474178314203,0.3008489608764648
"Garland County, Arkansas",15110,723435-53921,34.570:-93.100,MOUNT IDA,34.58141326904297,-93.099365234375,0.7178615,-0.16435266,0.3362565338611603,0.3477935492992401,0.34775665402412415,0.2965884506702423,0.30043412248293555,0.3004218240578969
"Fort Defiance Area, Parts of Apache and Navajo Counties, Arizona and McKinley and San Juan Counties, New Mexico",10296,723627-23081,35.690:-109.500,GALLUP MUNICIPAL AIRPOR,35.68671417236328,-109.50785064697266,-0.0807785,0.8699901,0.1188269630074501,0.10944858938455582,0.10944786667823792,0.30267952382564545,0.29955339928468067,0.2995531583825747
"Bernalillo County and Parts of Sandoval and Valencia Counties, New Mexico",10301,723650-23050,35.090:-106.660,ALBUQUERQUE INTL SUNPOR,35.0867919921875,-106.67671203613281,-0.056375183,0.8925983,0.10253842920064926,0.061374690383672714,0.06272973865270615,0.3129205058018366,0.2991992595295111,0.2996509422858556
"Teton Area, Idaho and Wyoming",17111,725776-24166,43.770:-111.180,JACKSON HOLE AIRPORT,43.7611083984375,-111.19618225097656,-0.077762246,0.8962804,0.017231151461601257,0.07855203747749329,0.0784156545996666,0.27858310441176093,0.2990233997503916,0.29897793879111606
"Cowley County, Kansas",10548,724502-13932,37.250:-96.820,STROTHER FIELD AIRPORT,37.23779296875,-96.83901977539062,0.06093358,0.68284607,0.16506174206733704,0.15314479172229767,0.1533951312303543,0.30294713005423546,0.2989748132725557,0.29905825977524125
"Greenbrier County, West Virginia",14562,724127-53801,37.970:-80.420,GREENBRIER VALLEY ARIPO,37.975730895996094,-80.42709350585938,0.8561571,-0.14154702,-0.16345757246017456,0.18045096099376678,0.18112361431121826,0.18371750911076862,0.2983536869287491,0.2985779047012329
"McKinley County Area, New Mexico, McKinley County and Parts of Cibola and San Juan Counties",10320,723625-93057,35.530:-108.180,GRANTS-MILAN MUNI AIRPO,35.53126525878906,-108.1765365600586,-0.0043099085,0.8296501,0.11276136338710785,0.06928577274084091,0.06924096494913101,0.312700519648691,0.29820865609993535,0.2981937201693654
