lkey|station_id|solar_region_key|areaname|weather_station
10927|722185-53838|34.210:-83.700|"Barrow, Hall, and Jackson Counties, Georgia"|LEE GILMER MEMORIAL ARP
12716|722062-63842|31.650:-83.260|"Ben Hill and Irwin Counties, Georgia"|DOUGLAS MUNICIPAL AIRPO
10928|747810-13857|31.170:-83.220|"Berrien and Lanier Counties, Georgia"|MOODY AFB AIRPORT
12717|722217-63881|32.170:-83.060|"Bleckley, Dodge, and Telfair Counties, Georgia"|W H `BUD` BARRON AIRPOR
20648|722130-13861|30.850:-82.060|"Brantley and Charlton Counties, Georgia"|WAYCROSS-WARE CO. AIRPO
12718|722147-53817|30.850:-83.700|"Brooks and Thomas Counties, Georgia"|MOULTRIE MUNICIPAL AIRP
10930|747804-13824|31.970:-81.300|"Bryan and Chatham Counties, Georgia"|HUNTER ARMY AIRFIELD
12719|720257-63835|31.370:-84.780|"Calhoun and Early Counties, Georgia"|EARLY COUNTY AIRPORT
10931|722137-13878|31.090:-81.580|"Camden and Glynn Counties, Georgia"|MALCOLM MC KINNON AIRPO
12720|722134-63822|32.170:-81.980|"Candler, Evans, and Tattnall Counties, Georgia"|VIDALIA REGIONAL AIRPOR
10932|722176-53884|33.650:-85.100|"Carroll and Haralson Counties, Georgia"|NEWNAN COWETA COUNTY AR
14770|723240-13882|34.770:-85.340|"Dade and Walker Counties, Georgia"|LOVELL FIELD AIRPORT
10933|722250-13829|32.330:-84.700|"Chattahoochee and Marion Counties, Georgia"|LAWSON AAF AIRPORT
14771|723200-93801|34.250:-85.220|"Chattooga, Floyd, and Polk Counties, Georgia"|RICHARD B RUSSELL AIRPO
14772|722154-53885|34.450:-84.420|"Cherokee, Gilmer, and Pickens Counties, Georgia"|DALTON MUNICIPAL AIRPOR
10934|723110-13873|33.890:-83.460|"Clarke and Oconee Counties, Georgia"|ATHENS/BEN EPPS AIRPORT
10935|722190-13874|33.450:-84.260|"Clayton, Fayette, and Henry Counties, Georgia"|HARTSFIELD-JACKSON ATLA
35727|747810-13857|30.890:-82.780|"Clinch and Echols Counties, Georgia"|MOODY AFB AIRPORT
12721|722147-53817|31.170:-83.660|"Colquitt and Cook Counties, Georgia"|MOULTRIE MUNICIPAL AIRP
10937|720289-63836|33.490:-82.460|"Columbia, McDuffie, and Warren Counties, Georgia"|THOMSON-MCDUFFIE CO ARP
10938|722176-53884|33.170:-84.900|"Coweta, Heard, and Troup Counties, Georgia"|NEWNAN COWETA COUNTY AR
10939|747806-63809|32.610:-84.100|"Crawford and Taylor Counties, Georgia"|THOMASTON-UPSON CO AIRP
12722|722160-13869|31.810:-83.700|"Crisp and Turner Counties, Georgia"|SW GEORGIA REGIONAL ARP
10940|722185-53838|34.570:-83.980|"Dawson, Lumpkin, and White Counties, Georgia"|LEE GILMER MEMORIAL ARP
12724|722175-13860|32.290:-83.940|"Dooly and Macon Counties, Georgia"|ROBINS AFB AIRPORT
10942|723190-93846|34.250:-82.980|"Elbert, Franklin, and Madison Counties, Georgia"|ANDERSON REGIONAL AIRPO
14773|722177-63811|34.810:-84.220|"Fannin and Union Counties, Georgia"|ANDREWS-MURPHY AIRPORT
12725|720289-63836|33.050:-82.500|"Glascock and Jefferson Counties, Georgia"|THOMSON-MCDUFFIE CO ARP
11170|720347-63877|33.410:-82.980|"Hancock and Taliaferro Counties, Georgia"|GREENE COUNTY REGIONAL
12726|722175-13860|32.490:-83.740|"Houston and Peach Counties, Georgia"|ROBINS AFB AIRPORT
12727|722217-63881|32.490:-82.820|"Johnson and Laurens Counties, Georgia"|W H `BUD` BARRON AIRPOR
10944|747806-63809|32.930:-84.300|"Lamar, Pike, and Upson Counties, Georgia"|THOMASTON-UPSON CO AIRP
12728|722160-13869|31.810:-84.260|"Lee and Terrell Counties, Georgia"|SW GEORGIA REGIONAL ARP
10945|747804-13824|31.810:-81.540|"Liberty and Long Counties, Georgia"|HUNTER ARMY AIRFIELD
10946|720289-63836|33.810:-82.620|"Lincoln and Wilkes Counties, Georgia"|THOMSON-MCDUFFIE CO ARP
12729|720268-53882|30.970:-84.780|"Miller and Seminole Counties, Georgia"|DCATR CO INDUS AIRPK AR
12730|722134-63822|32.130:-82.540|"Montgomery, Toombs, and Wheeler Counties, Georgia"|VIDALIA REGIONAL AIRPOR
14774|722154-53885|34.770:-84.860|"Murray and Whitfield Counties, Georgia"|DALTON MUNICIPAL AIRPOR
10947|747808-63803|33.570:-83.940|"Newton and Rockdale Counties, Georgia"|GWINNETT CO-BRISCOE FD
12731|722175-13860|32.130:-83.380|"Pulaski and Wilcox Counties, Georgia"|ROBINS AFB AIRPORT
14775|720259-63844|34.850:-83.540|"Rabun and Towns Counties, Georgia"|MACON CO
12732|722160-13869|32.130:-84.180|"Schley and Sumter Counties, Georgia"|SW GEORGIA REGIONAL ARP
12734|720348-63886|32.930:-82.940|"Washington and Wilkinson Counties, Georgia"|BALDWIN COUNTY AIRPORT
16388|722255-93842|32.690:-84.740|"Harris and Talbot Counties, Georgia"|COLUMBUS METRO AIRPORT
18901|720363-63872|31.730:-84.980|"Clay and Quitman Counties, Georgia"|WEEDON FIELD AIRPORT
20281|911977-21508|19.290:-155.420|"Hawaii Volcanoes National Park, Hawaii"|BRADSHAW ARMY AIRFIELD
20280|911977-21508|19.570:-155.420|"Island of Hawaii Area, Hawaii"|BRADSHAW ARMY AIRFIELD
14193|911860-22534|21.130:-157.020|"Island of Molokai, Hawaii"|MOLOKAI AIRPORT
14194|911650-22536|22.050:-159.540|"Island of Kauai, Hawaii"|LIHUE AIRPORT
14195|911905-22524|20.850:-156.940|"Island of Lanai, Hawaii"|LANAI AIRPORT
14196|911900-22516|20.810:-156.340|"Island of Maui, Hawaii"|KAHULUI AIRPORT
14197|911700-22508|21.490:-157.980|"Island of Oahu, Hawaii"|WHEELER ARMY AIRFIELD
14202|911900-22516|20.570:-156.620|"Island of Kahoolawe, Hawaii"|KAHULUI AIRPORT
13634|725453-14930|41.330:-94.460|"Adair County, Iowa"|ATLANTIC MUNICIPAL AIRP
15454|725453-14930|41.010:-94.700|"Adams County, Iowa"|ATLANTIC MUNICIPAL AIRP
13636|726438-94994|43.290:-91.340|"Allamakee County, Iowa"|BOSCOBEL AIRPORT
13637|725465-14950|40.730:-92.860|"Appanoose County, Iowa"|OTTUMWA INDUSTRIAL AIRP
13638|725498-94998|41.690:-94.900|"Audubon County, Iowa"|AUDUBON COUNTY AIRPORT
13639|725450-14990|42.090:-92.060|"Benton County, Iowa"|THE EASTERN IOWA AIRPOR
13640|725480-94910|42.450:-92.300|"Black Hawk County, Iowa"|WATERLOO MUNICIPAL AIRP
32529|725472-94989|42.050:-93.940|"Boone County, Iowa"|AMES MUNICIPAL AIRPORT
18173|725480-94910|42.770:-92.300|"Bremer County, Iowa"|WATERLOO MUNICIPAL AIRP
13644|725480-94910|42.450:-91.860|"Buchanan County, Iowa"|WATERLOO MUNICIPAL AIRP
13645|720344-54920|42.730:-95.140|"Buena Vista County, Iowa"|CHEROKEE MUNICIPAL AIRP
13646|725480-94910|42.730:-92.780|"Butler County, Iowa"|WATERLOO MUNICIPAL AIRP
13647|725490-94933|42.370:-94.660|"Calhoun County, Iowa"|FORT DODGE REGIONAL APR
13648|725498-94998|42.050:-94.860|"Carroll County, Iowa"|AUDUBON COUNTY AIRPORT
19668|725453-14930|41.330:-94.940|"Cass County, Iowa"|ATLANTIC MUNICIPAL AIRP
17909|725462-14937|41.770:-91.140|"Cedar County, Iowa"|IOWA CITY MUNICIPAL ARP
13651|725485-14940|43.090:-93.260|"Cerro Gordo County, Iowa"|MASON CITY MUNICIPAL AR
13652|720344-54920|42.730:-95.620|"Cherokee County, Iowa"|CHEROKEE MUNICIPAL AIRP
13653|725463-14966|43.050:-92.300|"Chickasaw County, Iowa"|CHARLES CITY MUNICIPAL
13654|725499-94991|41.010:-93.780|"Clarke County, Iowa"|LAMONI MUNICIPAL AIRPOR
13655|726500-14972|43.090:-95.140|"Clay County, Iowa"|SPENCER MUNICIPAL AIRPO
13657|726438-94994|42.850:-91.260|"Clayton County, Iowa"|BOSCOBEL AIRPORT
13658|725473-94979|41.890:-90.500|"Clinton County, Iowa"|CLINTON MUNICIPAL AIRPO
13660|725498-94998|42.050:-95.380|"Crawford County, Iowa"|AUDUBON COUNTY AIRPORT
13662|720412-99999|41.690:-94.020|"Dallas County, Iowa"|PERRY MUNI
13663|725465-14950|40.730:-92.420|"Davis County, Iowa"|OTTUMWA INDUSTRIAL AIRP
13664|725499-94991|40.730:-93.780|"Decatur County, Iowa"|LAMONI MUNICIPAL AIRPOR
13665|725470-94908|42.490:-91.380|"Delaware County, Iowa"|DUBUQUE REGIONAL AIRPOR
13666|725420-14931|40.890:-91.180|"Des Moines County, Iowa"|SE IOWA REGIONAL AIRPOR
19679|726500-14972|43.370:-95.140|"Dickinson County, Iowa"|SPENCER MUNICIPAL AIRPO
13668|725470-94908|42.490:-90.820|"Dubuque County, Iowa"|DUBUQUE REGIONAL AIRPOR
13669|726499-94971|43.370:-94.660|"Emmet County, Iowa"|ESTHERVILLE MUNI AIRPOR
13670|725480-94910|42.850:-91.860|"Fayette County, Iowa"|WATERLOO MUNICIPAL AIRP
13671|725463-14966|43.050:-92.780|"Floyd County, Iowa"|CHARLES CITY MUNICIPAL
13672|722331-54941|42.730:-93.260|"Franklin County, Iowa"|IOWA FALLS MUNICIPAL AI
13673|725540-14949|40.730:-95.620|"Fremont County, Iowa"|OFFUTT AFB AIRPORT
13674|720412-99999|42.050:-94.380|"Greene County, Iowa"|PERRY MUNI
13675|725461-94988|42.370:-92.780|"Grundy County, Iowa"|MARSHALLTOWN MUNICIPAL
13676|720412-99999|41.690:-94.500|"Guthrie County, Iowa"|PERRY MUNI
13677|722331-99999|42.370:-93.700|"Hamilton County, Iowa"|IOWA FALLS MUNI
13678|725485-14940|43.090:-93.740|"Hancock County, Iowa"|MASON CITY MUNICIPAL AR
13679|722331-99999|42.370:-93.260|"Hardin County, Iowa"|IOWA FALLS MUNI
13680|725527-94978|41.690:-95.820|"Harrison County, Iowa"|TEKAMAH MUNICIPAL AIRPO
13681|725420-14931|40.970:-91.540|"Henry County, Iowa"|SE IOWA REGIONAL AIRPOR
13682|725463-14966|43.370:-92.300|"Howard County, Iowa"|CHARLES CITY MUNICIPAL
13684|725490-94933|42.770:-94.220|"Humboldt County, Iowa"|FORT DODGE REGIONAL APR
13685|720344-54920|42.370:-95.540|"Ida County, Iowa"|CHEROKEE MUNICIPAL AIRP
13931|725450-14990|41.690:-92.060|"Iowa County, Iowa"|THE EASTERN IOWA AIRPOR
13687|725470-94908|42.210:-90.540|"Jackson County, Iowa"|DUBUQUE REGIONAL AIRPOR
13688|725292-14976|41.690:-93.060|"Jasper County, Iowa"|GRINNELL REGIONAL AIRPO
13689|725465-14950|41.050:-91.940|"Jefferson County, Iowa"|OTTUMWA INDUSTRIAL AIRP
13690|725462-14937|41.650:-91.580|"Johnson County, Iowa"|IOWA CITY MUNICIPAL ARP
13691|725470-94908|42.130:-91.140|"Jones County, Iowa"|DUBUQUE REGIONAL AIRPOR
13692|720351-54919|41.330:-92.180|"Keokuk County, Iowa"|OSKALOOSA MUNICIPAL AIR
13694|726499-94971|43.210:-94.220|"Kossuth County, Iowa"|ESTHERVILLE MUNI AIRPOR
13695|725420-14931|40.610:-91.420|"Lee County, Iowa"|SE IOWA REGIONAL AIRPOR
13696|725450-14990|42.090:-91.580|"Linn County, Iowa"|THE EASTERN IOWA AIRPOR
13697|725462-14937|41.250:-91.220|"Louisa County, Iowa"|IOWA CITY MUNICIPAL ARP
13698|725460-14933|41.010:-93.340|"Lucas County, Iowa"|DES MOINES INTERNATIONA
13699|722006-54926|43.370:-96.220|"Lyon County, Iowa"|QUENTIN AANENSON FIELD
13700|725460-14933|41.330:-94.020|"Madison County, Iowa"|DES MOINES INTERNATIONA
13701|720351-54919|41.330:-92.660|"Mahaska County, Iowa"|OSKALOOSA MUNICIPAL AIR
13702|725460-14933|41.330:-93.100|"Marion County, Iowa"|DES MOINES INTERNATIONA
13703|725461-94988|42.050:-92.980|"Marshall County, Iowa"|MARSHALLTOWN MUNICIPAL
13704|725540-14949|41.050:-95.620|"Mills County, Iowa"|OFFUTT AFB AIRPORT
13705|725463-14966|43.370:-92.780|"Mitchell County, Iowa"|CHARLES CITY MUNICIPAL
13706|725527-94978|42.050:-96.020|"Monona County, Iowa"|TEKAMAH MUNICIPAL AIRPO
13708|725465-14950|41.050:-92.860|"Monroe County, Iowa"|OTTUMWA INDUSTRIAL AIRP
13709|725453-14930|41.050:-95.140|"Montgomery County, Iowa"|ATLANTIC MUNICIPAL AIRP
13710|725462-14937|41.450:-91.060|"Muscatine County, Iowa"|IOWA CITY MUNICIPAL ARP
13711|726500-14972|43.090:-95.620|"O'Brien County, Iowa"|SPENCER MUNICIPAL AIRPO
13712|726587-94927|43.370:-95.620|"Osceola County, Iowa"|WORTHINGTON MUNICIPAL A
13713|725453-14930|40.730:-95.140|"Page County, Iowa"|ATLANTIC MUNICIPAL AIRP
13714|726499-94971|43.090:-94.660|"Palo Alto County, Iowa"|ESTHERVILLE MUNI AIRPOR
13715|725570-14943|42.730:-96.260|"Plymouth County, Iowa"|SIOUX GATEWAY/COL BUD D
13716|725490-94933|42.730:-94.660|"Pocahontas County, Iowa"|FORT DODGE REGIONAL APR
13717|725460-14933|41.690:-93.580|"Polk County, Iowa"|DES MOINES INTERNATIONA
13719|725500-14942|41.330:-95.580|"Pottawattamie County, Iowa"|EPPLEY AIRFIELD AIRPORT
13720|725292-14976|41.690:-92.540|"Poweshiek County, Iowa"|GRINNELL REGIONAL AIRPO
13721|725499-94991|40.730:-94.260|"Ringgold County, Iowa"|LAMONI MUNICIPAL AIRPOR
13722|720344-54920|42.370:-95.140|"Sac County, Iowa"|CHEROKEE MUNICIPAL AIRP
13723|744550-94982|41.610:-90.620|"Scott County, Iowa"|DAVENPORT MUNICIPAL AIR
13725|725498-94998|41.690:-95.300|"Shelby County, Iowa"|AUDUBON COUNTY AIRPORT
13726|722006-54926|43.090:-96.220|"Sioux County, Iowa"|QUENTIN AANENSON FIELD
13727|725472-94989|42.050:-93.460|"Story County, Iowa"|AMES MUNICIPAL AIRPORT
13728|725461-94988|42.090:-92.540|"Tama County, Iowa"|MARSHALLTOWN MUNICIPAL
13729|725499-94991|40.730:-94.700|"Taylor County, Iowa"|LAMONI MUNICIPAL AIRPOR
13730|725499-94991|41.010:-94.260|"Union County, Iowa"|LAMONI MUNICIPAL AIRPOR
13731|725465-14950|40.730:-91.940|"Van Buren County, Iowa"|OTTUMWA INDUSTRIAL AIRP
13733|725465-14950|41.050:-92.420|"Wapello County, Iowa"|OTTUMWA INDUSTRIAL AIRP
13734|725460-14933|41.330:-93.540|"Warren County, Iowa"|DES MOINES INTERNATIONA
13735|725462-14937|41.330:-91.700|"Washington County, Iowa"|IOWA CITY MUNICIPAL ARP
19631|725499-94991|40.730:-93.340|"Wayne County, Iowa"|LAMONI MUNICIPAL AIRPOR
14068|725490-94933|42.410:-94.180|"Webster County, Iowa"|FORT DODGE REGIONAL APR
13738|725485-14940|43.370:-93.740|"Winnebago County, Iowa"|MASON CITY MUNICIPAL AR
13740|725463-14966|43.290:-91.860|"Winneshiek County, Iowa"|CHARLES CITY MUNICIPAL
13741|725570-14943|42.370:-96.100|"Woodbury County, Iowa"|SIOUX GATEWAY/COL BUD D
20537|725485-14940|43.370:-93.260|"Worth County, Iowa"|MASON CITY MUNICIPAL AR
13744|725490-94933|42.730:-93.740|"Wright County, Iowa"|FORT DODGE REGIONAL APR
27535|726810-24131|43.450:-116.260|"Ada County, Idaho"|BOISE AIR TERMINAL/GOWE
10516|727857-94129|46.850:-116.700|"Latah County, Idaho"|PULLMAN/MOSCOW RGNL ARP
11206|725864-94182|45.410:-116.500|"Seven Devils Area, Idaho"|MCCALL MUNICIPAL AIRPOR
11208|727834-24136|48.450:-116.540|"Bonner County Area, Idaho, Parts of Bonner and Boundary Counties"|COEUR D'ALENE AIR TERM
10414|727834-24136|47.690:-116.700|"Kootenai County Area, Idaho"|COEUR D'ALENE AIR TERM
11209|726817-24154|47.290:-116.260|"St. Joe Area, Idaho, Parts of Benewah and Shoshone Counties"|MULLAN PASS
10417|727830-24149|46.250:-116.540|"Lewis and Nez Perce Counties, Idaho"|LEWISTON-NEZ PERCE COUN
11211|727830-24149|46.610:-116.060|"Clearwater Area, Idaho"|LEWISTON-NEZ PERCE COUN
15803|727857-94129|47.210:-116.780|"Benewah County Area, Idaho, Western Part"|PULLMAN/MOSCOW RGNL ARP
17111|725776-24166|43.770:-111.180|"Teton Area, Idaho and Wyoming"|JACKSON HOLE AIRPORT
11214|725864-94182|44.610:-116.020|"Valley Area, Idaho, Parts of Adams and Valley Counties"|MCCALL MUNICIPAL AIRPOR
10418|725864-94182|44.730:-116.700|"Adams-Washington Area, Parts of Adams and Washington Counties, Idaho"|MCCALL MUNICIPAL AIRPOR
10419|726837-24162|43.970:-116.700|"Payette County, Idaho"|ONTARIO MUNICIPAL AIRPO
10420|726837-24162|44.090:-116.460|"Gem County Area, Idaho"|ONTARIO MUNICIPAL AIRPO
11215|725864-94182|44.290:-115.820|"Middle Fork Payette River Area, Idaho, Parts of Valley and Boise Counties"|MCCALL MUNICIPAL AIRPOR
10422|726813-94195|43.570:-116.740|"Canyon Area, Idaho"|CALDWELL INDUSTRIAL ARP
20508|727834-24136|47.970:-116.140|"Idaho Panhandle National Forest, Idaho-Washington-Montana"|COEUR D'ALENE AIR TERM
10428|725865-94161|43.330:-114.740|"Camas County Area, Idaho"|FRIEDMAN MEMORIAL AIRPO
14312|726815-24106|42.770:-116.020|"Owyhee County Area, Idaho"|MOUNTAIN HOME AFB AIRPO
10429|725865-94161|43.450:-114.100|"Blaine County Area, Idaho"|FRIEDMAN MEMORIAL AIRPO
10430|725867-24133|42.970:-114.060|"Wood River Area, Idaho, Gooding County and Parts of Blaine, Lincoln, and Minidoka Counties"|BURLEY MUNICIPAL AIRPOR
27536|726810-24131|43.930:-116.020|"Boise County Area, Idaho, Western Part"|BOISE AIR TERMINAL/GOWE
27537|726815-24106|43.050:-115.780|"Elmore County Area, Idaho, Parts of Elmore and Owyhee Counties"|MOUNTAIN HOME AFB AIRPO
11218|725865-94161|43.770:-114.980|"South Idaho Forests, Idaho"|FRIEDMAN MEMORIAL AIRPO
10431|725867-24133|42.690:-113.620|"Minidoka Area, Idaho, Parts of Minidoka, Blaine, and Lincoln Counties"|BURLEY MUNICIPAL AIRPOR
10433|725866-94178|42.450:-114.500|"Jerome County and Part of Twin Falls County, Idaho"|JSIN FLD-MAGIC VLY RGN
10434|725867-24133|42.410:-113.900|"Cassia County, Idaho, West Part"|BURLEY MUNICIPAL AIRPOR
10435|725867-24133|42.330:-113.540|"Cassia County, Idaho, Eastern Part"|BURLEY MUNICIPAL AIRPOR
10436|725780-24156|42.730:-112.820|"Power County Area, Idaho"|POCATELLO REGIONAL AIRP
10437|725780-24156|42.930:-112.340|"Fort Hall Area, Idaho, Parts of Bannock, Bingham, Caribou, and Power Counties"|POCATELLO REGIONAL AIRP
10438|725780-24156|42.610:-112.220|"Bannock County Area, Idaho, Parts of Bannock and Power Counties"|POCATELLO REGIONAL AIRP
11221|725868-94184|42.290:-111.340|"Bear Lake County Area, Idaho"|ALLEN H TIGERT AIRPORT
11222|725868-94184|42.610:-111.780|"Caribou National Forest, Idaho and Wyoming"|ALLEN H TIGERT AIRPORT
14314|724796-94128|42.210:-111.860|"Franklin County Area, Idaho"|LOGAN-CACHE AIRPORT
14315|725780-24156|42.250:-112.540|"Oneida County Area, Idaho"|POCATELLO REGIONAL AIRP
11289|725868-94184|42.730:-111.660|"Caribou County Area, Idaho"|ALLEN H TIGERT AIRPORT
11224|726865-24196|45.050:-113.980|"Salmon National Forest, Idaho"|LEMHI COUNTY AIRPORT
20652|725867-24133|42.090:-113.700|"City of Rocks National Reserve, Idaho"|BURLEY MUNICIPAL AIRPOR
10439|726865-24196|44.530:-113.980|"Custer-Lemhi Area, Idaho, Parts of Blaine, Custer, and Lemhi Counties"|LEMHI COUNTY AIRPORT
11225|726818-94194|43.890:-112.020|"Targhee National Forest, Idaho and Wyoming"|REXBURG-MADISON COUNTY
17760|726818-94194|44.290:-112.340|"Clark County, Idaho, Parts of Clark and Butte Counties"|REXBURG-MADISON COUNTY
10441|726818-94194|44.290:-111.660|"Fremont County, Idaho, Western Part"|REXBURG-MADISON COUNTY
10443|726818-94194|43.850:-112.180|"Jefferson County, Idaho"|REXBURG-MADISON COUNTY
10444|726818-94194|43.810:-111.700|"Madison County Area, Idaho"|REXBURG-MADISON COUNTY
10446|725785-24145|43.450:-111.860|"Bonneville County Area, Idaho"|IDAHO FALLS REGIONAL AR
10447|725785-24145|43.170:-112.180|"Bingham Area, Idaho"|IDAHO FALLS REGIONAL AR
10448|725785-24145|43.730:-112.860|"Idaho National Engineering Laboratory, Idaho"|IDAHO FALLS REGIONAL AR
10449|725867-24133|43.130:-113.540|"Craters of the Moon National Monument and Preserve, Idaho"|BURLEY MUNICIPAL AIRPOR
11226|726664-94173|44.330:-111.060|"Yellowstone National Park, Wyoming-Montana-Idaho"|YELLOWSTONE
20353|724430-93989|39.970:-91.220|"Adams County, Illinois"|QUINCY RGNL-BLDWN FLD A
11425|724336-93810|37.170:-89.340|"Alexander County, Illinois"|SOUTHERN ILLINOIS AIRPO
11300|724338-13802|38.890:-89.460|"Bond County, Illinois"|SCOTT AIR FORCE BASE/MI
11664|725430-94822|42.330:-88.820|"Boone County, Illinois"|GREATER ROCKFORD AIRPOR
11301|724430-93989|39.970:-90.700|"Brown County, Illinois"|QUINCY RGNL-BLDWN FLD A
19657|725320-14842|41.370:-89.500|"Bureau County, Illinois"|GREATER PEORIA REGIONAL
11304|724347-53904|39.130:-90.700|"Calhoun County, Illinois"|ST CHARLES CO SMARTT AR
15806|725473-94979|42.050:-90.020|"Carroll County, Illinois"|CLINTON MUNICIPAL AIRPO
11307|724390-93822|40.010:-90.300|"Cass County, Illinois"|ABRAHAM LINCOLN CAPITAL
11309|725315-94870|40.130:-88.180|"Champaign County, Illinois"|UNIVERSI OF IL WILLARD
11311|744662-63817|39.570:-89.300|"Christian County, Illinois"|TAYLORVILLE MINICIPAL A
15807|722172-63810|39.330:-87.780|"Clark County, Illinois"|EDGAR COUNTY AIRPORT
19949|744659-53822|38.770:-88.460|"Clay County, Illinois"|OLNEY-NOBLE AIRPORT
11314|724338-13802|38.570:-89.420|"Clinton County, Illinois"|SCOTT AIR FORCE BASE/MI
18174|725317-53802|39.530:-88.220|"Coles County, Illinois"|COLES COUNTY MEMO AIRPO
17466|725340-14819|41.810:-87.900|"Cook County, Illinois"|CHICAGO MIDWAY INTL ARP
11317|725342-13809|39.010:-87.740|"Crawford County, Illinois"|LRNCVLL-VINCNES INTL AR
11318|725317-53802|39.290:-88.220|"Cumberland County, Illinois"|COLES COUNTY MEMO AIRPO
11320|725305-94892|41.890:-88.780|"DeKalb County, Illinois"|DUPAGE AIRPORT
17211|724397-54831|40.170:-88.860|"De Witt County, Illinois"|CENTRAL ILLINOIS REGION
11323|725315-94870|39.770:-88.220|"Douglas County, Illinois"|UNIVERSI OF IL WILLARD
11661|725305-94892|41.850:-88.100|"DuPage County, Illinois"|DUPAGE AIRPORT
17094|722172-63810|39.690:-87.740|"Edgar County, Illinois"|EDGAR COUNTY AIRPORT
11424|744656-53891|38.410:-88.060|"Edwards County, Illinois"|FAIRFIELD MUNICIPAL ARP
11326|744661-99999|39.050:-88.580|"Effingham County, Illinois"|EFFINGHAM CO MEM
11327|744661-99999|38.970:-88.980|"Fayette County, Illinois"|EFFINGHAM CO MEM
11329|724397-54831|40.690:-88.180|"Ford County, Illinois"|CENTRAL ILLINOIS REGION
16878|724336-93810|38.010:-88.940|"Franklin County, Illinois"|SOUTHERN ILLINOIS AIRPO
11330|725320-14842|40.450:-90.180|"Fulton County, Illinois"|GREATER PEORIA REGIONAL
11332|724238-53886|37.730:-88.220|"Gallatin County, Illinois"|HENDERSON CITY-COUNTY A
11333|724347-53904|39.330:-90.380|"Greene County, Illinois"|ST CHARLES CO SMARTT AR
17200|725305-94892|41.290:-88.420|"Grundy County, Illinois"|DUPAGE AIRPORT
11335|744656-53891|38.090:-88.540|"Hamilton County, Illinois"|FAIRFIELD MUNICIPAL ARP
11336|725420-14931|40.410:-91.220|"Hancock County, Illinois"|SE IOWA REGIONAL AIRPOR
15815|724238-53886|37.490:-88.220|"Hardin County, Illinois"|HENDERSON CITY-COUNTY A
11338|725420-14931|40.850:-90.980|"Henderson County, Illinois"|SE IOWA REGIONAL AIRPOR
11340|725440-14923|41.370:-90.140|"Henry County, Illinois"|QUAD CITY INTERNATIONAL
11343|724336-93810|37.770:-89.420|"Jackson County, Illinois"|SOUTHERN ILLINOIS AIRPO
17212|744659-53822|39.010:-88.140|"Jasper County, Illinois"|OLNEY-NOBLE AIRPORT
18001|724335-93894|38.290:-88.940|"Jefferson County, Illinois"|MOUNT VERNON AIRPORT
11346|724347-53904|39.090:-90.380|"Jersey County, Illinois"|ST CHARLES CO SMARTT AR
19913|725470-94908|42.370:-90.300|"Jo Daviess County, Illinois"|DUBUQUE REGIONAL AIRPOR
11349|724336-93810|37.450:-88.860|"Johnson County, Illinois"|SOUTHERN ILLINOIS AIRPO
11351|725305-94892|41.930:-88.420|"Kane County, Illinois"|DUPAGE AIRPORT
11353|725340-14819|41.130:-87.900|"Kankakee County, Illinois"|CHICAGO MIDWAY INTL ARP
15809|725305-94892|41.610:-88.420|"Kendall County, Illinois"|DUPAGE AIRPORT
15758|725320-14842|40.930:-90.220|"Knox County, Illinois"|GREATER PEORIA REGIONAL
11357|725347-14880|42.330:-87.980|"Lake County, Illinois"|WAUKEGAN REGIONAL AIRPO
11360|725342-13809|38.730:-87.700|"Lawrence County, Illinois"|LRNCVLL-VINCNES INTL AR
17376|725430-94822|41.730:-89.300|"Lee County, Illinois"|GREATER ROCKFORD AIRPOR
11362|724397-54831|40.850:-88.580|"Livingston County, Illinois"|CENTRAL ILLINOIS REGION
12284|724390-93822|40.130:-89.380|"Logan County, Illinois"|ABRAHAM LINCOLN CAPITAL
11365|725420-14931|40.450:-90.660|"McDonough County, Illinois"|SE IOWA REGIONAL AIRPOR
11367|725305-94892|42.330:-88.460|"McHenry County, Illinois"|DUPAGE AIRPORT
11369|724397-54831|40.530:-88.860|"McLean County, Illinois"|CENTRAL ILLINOIS REGION
18247|744662-63817|39.850:-88.980|"Macon County, Illinois"|TAYLORVILLE MINICIPAL A
11372|724347-53904|39.250:-89.940|"Macoupin County, Illinois"|ST CHARLES CO SMARTT AR
11374|724338-13802|38.810:-89.940|"Madison County, Illinois"|SCOTT AIR FORCE BASE/MI
19539|724335-93894|38.650:-88.940|"Marion County, Illinois"|MOUNT VERNON AIRPORT
11376|725320-14842|41.050:-89.340|"Marshall County, Illinois"|GREATER PEORIA REGIONAL
11377|724390-93822|40.250:-89.980|"Mason County, Illinois"|ABRAHAM LINCOLN CAPITAL
15817|724336-93810|37.210:-88.700|"Massac County, Illinois"|SOUTHERN ILLINOIS AIRPO
15810|724390-93822|40.050:-89.780|"Menard County, Illinois"|ABRAHAM LINCOLN CAPITAL
11380|725440-14923|41.210:-90.780|"Mercer County, Illinois"|QUAD CITY INTERNATIONAL
11382|724338-13802|38.290:-90.140|"Monroe County, Illinois"|SCOTT AIR FORCE BASE/MI
17208|744662-63817|39.250:-89.420|"Montgomery County, Illinois"|TAYLORVILLE MINICIPAL A
19071|724390-93822|39.690:-90.260|"Morgan County, Illinois"|ABRAHAM LINCOLN CAPITAL
